Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad
Torsplan 8 våning 7,Vasastaden,Stockholms kommun,2018-12-08,4995000,4995000,Lägenhet,Bostadsrätt,2 ,57 ,,,,,3593,
Torsplan 8 våning 20,Vasastaden,Stockholms kommun,2018-12-07,10500000,9995000,Lägenhet,Bostadsrätt,4 ,104 ,,,,,5755,
"Torsplan 10, plan 18",Vasastan - Hagastaden,Stockholms kommun,2018-11-26,17800000,17800000,Lägenhet,Bostadsrätt,4 ,104 ,,,,2018,5870,
"Torsplan 8, 28 tr",Vasastan,Stockholms kommun,2018-10-29,8200000,8250000,Lägenhet,Bostadsrätt,3 ,78 ,,,,2016 - 2019,4543,
"Torsplan 8, plan 15",Vasastan,Stockholms kommun,2018-10-09,8900000,9100000,Lägenhet,Bostadsrätt,4 ,85 ,,,,2016 - 2019,4881,
"Torsplan 8, plan 20",Hagastaden Vasastan,Stockholms kommun,2018-10-06,8750000,9150000,Lägenhet,Bostadsrätt,4 ,91 ,,,,2016,5179,
Torsplan 8 - Plan 13,Vasastan,Stockholms kommun,2018-09-28,5900000,6100000,Lägenhet,Bostadsrätt,2 ,57 ,,,,2016,3593,
"Torsplan 8, 9tr",Vasastan - Röda Bergen/Torsplan,Stockholms kommun,2018-09-03,4750000,4785000,Lägenhet,Bostadsrätt,2 ,59 ,,,,2018,3657,
"Torsplan 8, plan 9 - Norra Tornen",Hagastaden Vasastan,Stockholms kommun,2018-08-29,5075000,5175000,Lägenhet,Bostadsrätt,2 ,63 ,,,,2016,3829,
"Torsplan 8, plan 21",Hagastaden Vasastan,Stockholms kommun,2018-07-30,10300000,10500000,Lägenhet,Bostadsrätt,5 ,98 ,,,,2016,5500,
Torsplan 8 - Plan 19,Vasastan,Stockholms kommun,2018-07-27,7550000,7895000,Lägenhet,Bostadsrätt,3 ,79 ,,,,2016,4609,
Torsplan 8 - Plan 21,Vasastan,Stockholms kommun,2018-07-18,7200000,7200000,Lägenhet,Bostadsrätt,2 ,58 ,,,,2016,3610,
"Torsplan 8, plan 4",Hagastaden Vasastan,Stockholms kommun,2018-07-13,5800000,5975000,Lägenhet,Bostadsrätt,3 ,74 ,,,,2016,4375,
"Torsplan 8, plan 9",Hagastaden Vasastan,Stockholms kommun,2018-06-27,5300000,5300000,Lägenhet,Bostadsrätt,2 ,57 ,,,,2016,3593,
Torsplan 8,Vasastaden,Stockholms kommun,2018-06-26,10990000,10990000,Lägenhet,Bostadsrätt,4 ,118 ,,,,,6385,
"Torsplan 8, plan 11",Hagastaden Vasastan,Stockholms kommun,2018-05-15,8100000,8350000,Lägenhet,Bostadsrätt,4 ,85 ,,,,2016,4881,
