Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad
"Pingstvägen 33, 2 tr",Midsommarkransen/Telefonplan,Stockholms kommun,2020-10-01,3220000,2795000,Lägenhet,Bostadsrätt,2 ,51 ,False,2 av 3,False,1940,2949,8528
Svandammsvägen 10,Midsommarkransen,Stockholms kommun,2020-09-30,3250000,2750000,Lägenhet,Bostadsrätt,2 ,45 ,False,3 av 4,False,1936,3329,7569
"Kyndelsmässogränd 17, ACCEPTERAT PRIS!",Midsommarkransen,Stockholms kommun,2020-09-29,2900000,2900000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 3,False,1944,3159,4860
"Fastlagsvägen 53, högst upp!",Midsommarkransen,Stockholms kommun,2020-09-26,3410000,2495000,Lägenhet,Bostadsrätt,2 ,52 ,False,3 av 3,False,1943,3032,5484
Cedergrensvägen 57,Telefonplan - Midsommarkransen,Stockholms kommun,2020-09-24,2800000,2250000,Lägenhet,Bostadsrätt,2 ,"34,5 ",False,2 av 3,False,1939,2291,7550
"Midsommarvägen 27, vån 4",Midsommarkransen,Stockholms kommun,2020-09-24,3100000,2995000,Lägenhet,Bostadsrätt,2 ,53 ,True,4 av 4,False,1944,4008,7402
"Tegelbruksvägen 14, högst upp!",Midsommarkransen,Stockholms kommun,2020-09-20,2635000,2295000,Lägenhet,Bostadsrätt,2 ,35 ,False,3 av 3,False,1936,3283,6864
"Tellusborgsvägen 94, vån 6/6",Midsommarkransen/Telefonplan,Stockholms kommun,2020-09-19,3125000,2695000,Lägenhet,Bostadsrätt,2 ,35 ,True,6 av 6,True,2015,2080,3012
"Adventsvägen 3, vån 5",Midsommarkransen,Stockholms kommun,2020-09-17,3700000,2795000,Lägenhet,Bostadsrätt,2 ,48 ,True,5 av 6,True,2017,2657,7000
"Midsommarvägen 25, vån 2",Midsommarkransen/Telefonplan,Stockholms kommun,2020-09-10,3030000,2495000,Lägenhet,Bostadsrätt,2 ,44 ,True,2 av 4,False,1944,3247,4550
Midsommarvägen 48,Midsommarkransen,Stockholms kommun,2020-09-09,3650000,2995000,Lägenhet,Bostadsrätt,2 ,56 ,True,2 av 3,False,1944,3842,8792
"Valborgsmässovägen 36, vån 3 av 3",Midsommarkransen/Telefonplan,Stockholms kommun,2020-09-09,2850000,2195000,Lägenhet,Bostadsrätt,2 ,"34,5 ",False,3 av 3,False,1939,2291,5964
Midsommarvägen 42,Midsommarkransen/Telefonplan,Stockholms kommun,2020-09-03,2840000,2295000,Lägenhet,Bostadsrätt,2 ,41 ,False,1 av 3,False,1944,2880,4941
Midsommarvägen 17,Midsommarkransen/Telefonplan,Stockholms kommun,2020-09-02,3100000,2695000,Lägenhet,Bostadsrätt,2 ,44 ,True,1 av 4,False,1944,3120,4040
"Nioörtsvägen 42, 1 tr",Midsommarkransen,Stockholms kommun,2020-09-01,2850000,2595000,Lägenhet,Bostadsrätt,2 ,55 ,False,1,True,1983,3259,4200
Oktobergatan 14,Midsommarkransen,Stockholms kommun,2020-08-19,3050000,2595000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1939,2269,6983
"Bäckvägen 57, 2tr",Midsommarkransen,Stockholms kommun,2020-08-14,3100000,2495000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 3,False,1945,3178,5858
Midsommarvägen 12,Midsommarkransen,Stockholms kommun,2020-08-14,3100000,2495000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1939,3129,4200
Midsommarvägen 21,Midsommarkransen,Stockholms kommun,2020-08-06,2950000,2495000,Lägenhet,Bostadsrätt,2 ,44 ,True,1 av 4,False,1944,3120,6252
"Tegelbruksvägen 37, 1 TR",Midsommarkransen,Stockholms kommun,2020-07-23,3120000,2495000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1996,2709,4000
"Vattenledningsvägen 71, vån 2",Midsommarkransen,Stockholms kommun,2020-06-10,3330000,2395000,Lägenhet,Bostadsrätt,2 ,40 ,True,2 av 5,False,1938,1436,4450
Valborgsmässovägen 20B,Midsommarkransen/Telefonplan,Stockholms kommun,2020-05-28,3300000,2795000,Lägenhet,Bostadsrätt,2 ,48 ,False,,,2017,2500,5500
Midsommarvägen 17,Midsommarkransen,Stockholms kommun,2020-05-19,2710000,2175000,Lägenhet,Bostadsrätt,2 ,44 ,True,2 av 4,False,1944,3247,3816
Cedergrensvägen 58 - RENOVERINGSOBJEKT,Telefonplan/midsommarkransen,Stockholms kommun,2020-05-12,2860000,2595000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 3,False,1940,2950,2500
Johannesbergsgatan 3,Midsommarkransen,Stockholms kommun,2020-05-07,2550000,2195000,Lägenhet,Bostadsrätt,2 ,52 ,False,,,2011,4020,
Bäckvägen 63,Midsommarkransen/Telefonplan,Stockholms kommun,2020-05-05,2930000,2450000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 3,False,1945,3178,10612
"Midsommarvägen 12, 1 tr",Midsommarkransen,Stockholms kommun,2020-04-22,2750000,2195000,Lägenhet,Bostadsrätt,2 ,42 ,False,1 av 3,False,1939,2683,6000
"Vattenledningsvägen 81, högst upp!",Midsommarkransen,Stockholms kommun,2020-04-21,2910000,2395000,Lägenhet,Bostadsrätt,2 ,43 ,True,3 av 3,False,1946,2906,6200
Svandammsvägen 21,Midsommarkransen,Stockholms kommun,2020-04-10,2950000,2495000,Lägenhet,Bostadsrätt,2 ,32 ,False,,,1939,2992,5920
Valborgsmässovägen 15,Midsommarkransen,Stockholms kommun,2020-04-08,3450000,2795000,Lägenhet,Bostadsrätt,2 ,51 ,False,2,False,1940,2981,3800
Midsommarvägen 60,Midsommarkransen,Stockholms kommun,2020-03-28,2700000,2495000,Lägenhet,Bostadsrätt,2 ,40 ,True,2,False,1944,3068,9684
Telefonvägen 19 - Uteplats,Telefonplan/midsommarkransen,Stockholms kommun,2020-03-24,4400000,3795000,Lägenhet,Bostadsrätt,2 ,71 ,False,1 av 5,True,1993,3255,
Valborgsmässovägen 20B,Midsommarkransen/Telefonplan,Stockholms kommun,2020-03-24,3410000,2695000,Lägenhet,Bostadsrätt,2 ,47 ,False,,,2017,2458,5280
"Midsommarvägen 58, vån 3/3",Midsommarkransen,Stockholms kommun,2020-03-19,2730000,2195000,Lägenhet,Bostadsrätt,2 ,40 ,True,3 av 3,False,1944,3068,5500
Kyndelsmässogränd 12,Midsommarkransen,Stockholms kommun,2020-03-06,2775000,2095000,Lägenhet,Bostadsrätt,2 ,"47,5 ",False,1,False,1944,3420,6420
"Midsommarvägen 52, vån 2",Midsommarkransen,Stockholms kommun,2020-02-26,3415000,2495000,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 3,False,1944,3592,7255
Svandammsvägen 43,Midsommarkransen,Stockholms kommun,2020-02-14,3850000,2995000,Lägenhet,Bostadsrätt,2 ,56 ,True,2 av 3,True,1934,3492,3500
"Midsommarvägen 12, vv",Midsommarkransen,Stockholms kommun,2016-05-18,4200000,3395000,Lägenhet,Bostadsrätt,2 ,58 ,,,,1939,3894,3500
