Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad
"Hammarby Allé 173, pl 4",Hammarby Sjöstad,Stockholms kommun,2021-04-29,4525000,3995000,Lägenhet,Bostadsrätt,2 ,"56,5 ",True,4 av 8,True,2003,2269,2000
"Hammarby allé 157, vån 4",Hammarby Sjöstad,Stockholms kommun,2021-04-26,3450000,3295000,Lägenhet,Bostadsrätt,2 ,45 ,True,4 av 7,True,2003,3383,7200
"Hammarby Allé 9, Våning 6",Södra Hammarbyhamnen,Stockholms kommun,2021-04-26,4450000,3970000,Lägenhet,Bostadsrätt,2 ,"53,5 ",True,6 av 10,True,2016,3155,5160
"Midskeppsgatan 10, 4 tr",Hammarby Sjöstad,Stockholms kommun,2021-04-16,4725000,4395000,Lägenhet,Bostadsrätt,2 ,58 ,True,4 av 6,True,2009,3310,2300
Virkesvägen 5A,Hammarby Sjöstad,Stockholms kommun,2021-04-16,4300000,4300000,Lägenhet,Bostadsrätt,2 ,55 ,True,1 av 4,True,2021,3387,4860
"Rorgängargatan 15A, högst upp!",Hammarby Sjöstad,Stockholms kommun,2021-04-12,5550000,4795000,Lägenhet,Bostadsrätt,2 ,66 ,True,12 av 12,True,2009,3324,8160
"Redargatan 11, 3tr",Hammarby Sjöstad,Stockholms kommun,2021-03-31,4750000,3950000,Lägenhet,Bostadsrätt,2 ,60 ,True,3 av 5,True,2008,3123,5400
Midskeppsgatan 23,Hammarby Sjöstad,Stockholms kommun,2021-03-29,4500000,3995000,Lägenhet,Bostadsrätt,2 ,61 ,True,1 av 5,True,2004,3325,7800
"Redargatan 5, 4tr",Hammarby Sjöstad,Stockholms kommun,2021-03-25,3750000,3150000,Lägenhet,Bostadsrätt,2 ,46 ,True,4,True,2008,2488,1668
"Lugnets Allé 30, 6 tr",Hammarby Sjöstad,Stockholms kommun,2021-03-18,5300000,4895000,Lägenhet,Bostadsrätt,2 ,71 ,True,6 av 8,True,2003,2852,2200
Hammarby allé 51b,Hammarby Sjöstad,Stockholms kommun,2021-03-16,5310000,4495000,Lägenhet,Bostadsrätt,2 ,64 ,True,3,True,2014,3518,4800
"Virkesvägen 15, 6tr",Hammarby Sjöstad,Stockholms kommun,2021-03-14,3695000,3695000,Lägenhet,Bostadsrätt,2 ,50 ,True,6 av 11,True,2019,2811,3840
Fredriksdalsgatan 12,Hammarby Sjöstad,Stockholms kommun,2021-03-05,4200000,3995000,Lägenhet,Bostadsrätt,2 ,48 ,True,6 av 7,True,2018,2629,6500
Fredriksdalsgatan 24,Hammarby Sjöstad,Stockholms kommun,2021-03-03,4510000,4195000,Lägenhet,Bostadsrätt,2 ,48 ,True,8 av 8,True,2017,2629,400
"Korphoppsgatan 25, 2 tr Gårdshus!",Hammarby Sjöstad,Stockholms kommun,2021-03-03,5820000,5150000,Lägenhet,Bostadsrätt,2 ,68 ,True,2 av 3,True,2002,3673,9000
Hammarby Allé 127,Hammarby Sjöstad,Stockholms kommun,2021-02-22,4800000,4495000,Lägenhet,Bostadsrätt,2 ,59 ,True,3 av 7,True,2003,3156,7200
"Hästholmsvägen 10, 1 tr",Södermalm - Danviksklippan,Stockholms kommun,2021-02-19,4025000,3350000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 8,True,1945,2431,2400
Fredriksdalsgatan 16,Hammarby Sjöstad,Stockholms kommun,2021-02-13,3800000,3495000,Lägenhet,Bostadsrätt,2 ,"43,5 ",True,2 av 6,True,2017,2423,5400
"Virkesvägen 9B, 2tr",Hammarby Sjöstad,Stockholms kommun,2021-02-10,4200000,3995000,Lägenhet,Bostadsrätt,2 ,"55,5 ",True,2,True,2020,3028,5400
"Hammarby Allé 51B, 2tr",Hammarby Sjöstad,Stockholms kommun,2021-02-05,5000000,4295000,Lägenhet,Bostadsrätt,2 ,64 ,True,2 av 6,True,2014,3518,3480
"Aktergatan 20, pl 4&5",Hammarby Sjöstad,Stockholms kommun,2021-01-15,4800000,4295000,Lägenhet,Bostadsrätt,2 ,59 ,True,4 av 6,True,2002,3884,7200
Hammarby Allé 149,Stockholm,Stockholms kommun,2021-01-15,4750000,4195000,Lägenhet,Bostadsrätt,2 ,59 ,True,4,True,2003,3940,5640
"Lugnets Allé 61, vån 4/4",Hammarby Sjöstad,Stockholms kommun,2021-01-13,5200000,4550000,Lägenhet,Bostadsrätt,2 ,53 ,True,4 av 4,True,2000,3690,7200
"Aktergatan 20, 4tr",Hammarby Sjöstad,Stockholms kommun,2021-01-10,5000000,4350000,Lägenhet,Bostadsrätt,2 ,55 ,True,4 av 6,True,2004,3735,4800
