Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad
Pilvingegatan 45,Skarpnäck,Stockholms kommun,2020-12-04,2400000,1995000,Lägenhet,Bostadsrätt,2 ,"44,5 ",False,,,2005,4011,3736
Kalmgatan 31,Johanneshov,Stockholms kommun,2020-12-04,3800000,3450000,Lägenhet,Bostadsrätt,2 ,68 ,True,0 av 4,True,1992,2880,5160
Ballonggatan 10,Skarpnäck,Stockholms kommun,2020-12-03,2500000,2500000,Lägenhet,Bostadsrätt,2 ,"59,5 ",True,3 av 4,True,1985,4246,4500
"Palandergatan 9, 2tr",Hammarbyhöjden/Johanneshov,Stockholms kommun,2020-11-27,2600000,2250000,Lägenhet,Bostadsrätt,2 ,38 ,True,2 av 3,False,1938,3108,6780
Läckövägen 24,Hammarbyhöjden,Stockholms kommun,2020-11-27,3150000,2450000,Lägenhet,Bostadsrätt,2 ,42 ,True,1 av 3,False,1943,2330,6276
Malmövägen 30,Hammarbyhöjden/Björkhagen,Stockholms kommun,2020-11-27,3200000,2650000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 3,False,1947,3483,5000
Drakflygargatan 8,Skarpnäck,Stockholms kommun,2020-11-24,2300000,2300000,Lägenhet,Bostadsrätt,2 ,"59,5 ",True,3 av 3,True,1986,3670,4443
Sofielundsvägen 15,Blåsut,Stockholms kommun,2020-11-19,3625000,3395000,Lägenhet,Bostadsrätt,2 ,"62,5 ",True,2 av 5,True,2013,3698,6000
Kolbäcksgränd 5,Bagarmossen,Stockholms kommun,2020-11-18,3000000,2450000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 3,False,1954,3812,5200
Nathorstvägen 52,Skärmarbrink,Stockholms kommun,2020-11-16,3050000,3100000,Lägenhet,Bostadsrätt,2 ,45 ,True,1 av 3,False,1938,2915,7200
Lidköpingsvägen 53,Hammarbyhöjden,Stockholms kommun,2020-11-13,3350000,3350000,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 3,False,1942,3593,6000
Simrishamnsvägen 14,Björkhagen,Stockholms kommun,2020-11-12,3150000,2695000,Lägenhet,Bostadsrätt,2 ,52 ,True,2 av 6,True,1946,2690,3600
Thunbergsgatan 28,Hammarbyhöjden,Stockholms kommun,2020-11-11,3070000,2595000,Lägenhet,Bostadsrätt,2 ,"43,3 ",True,3 av 3,False,1939,2760,6611
Pilvingegatan 40,Skarpnäck,Stockholms kommun,2020-11-11,2330000,1850000,Lägenhet,Bostadsrätt,2 ,45 ,True,1 av 3,True,1986,2834,3960
"Wahlbergsgatan 8, vån 3/3",Johanneshov,Stockholms kommun,2020-11-11,2780000,2395000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 3,False,1937,2476,6236
"Palandergatan 23, vån 3/3",Hammarbyhöjden,Stockholms kommun,2020-11-11,2810000,2395000,Lägenhet,Bostadsrätt,2 ,40 ,True,3 av 3,False,1939,2741,5192
"Emågatan 32, 3tr",Bagarmossen,Stockholms kommun,2020-11-11,3050000,2450000,Lägenhet,Bostadsrätt,2 ,66 ,True,3 av 3,False,1953,3744,6000
Voxnegränd 1,Bagarmossen,Stockholms kommun,2020-11-04,2650000,2295000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 8,True,1954,4018,5652
Nathorstvägen 52,Hammarbyhöjden,Stockholms kommun,2020-11-02,2500000,2295000,Lägenhet,Bostadsrätt,2 ,39 ,,0 av 5,False,1938,2534,5500
"Bergsrådsvägen 12, 1 tr",Bagarmossen,Stockholms kommun,2020-10-29,2850000,2495000,Lägenhet,Bostadsrätt,2 ,53 ,True,1 av 3,False,1952,3556,5100
Horisontvägen 87B,Skarpnäck,Stockholms kommun,2020-10-27,2100000,2000000,Lägenhet,Bostadsrätt,2 ,65 ,True,2 av 3,True,1989,4664,5100
Fyrvaktarkroken 10,Blåsut,Stockholms kommun,2020-10-27,3400000,2995000,Lägenhet,Bostadsrätt,2 ,64 ,True,1 av 8,True,2014,3733,4800
"Fyrskeppsvägen 34, 3tr",Kärrtorp,Stockholms kommun,2020-10-26,2950000,2450000,Lägenhet,Bostadsrätt,2 ,61 ,True,3 av 3,False,1949,3798,5796
Fogdevägen 45,Bagarmossen,Stockholms kommun,2020-10-23,3340000,2750000,Lägenhet,Bostadsrätt,2 ,65 ,True,2 av 5,True,2008,4148,4800
Fyrskeppsvägen 104,Kärrtorp,Stockholms kommun,2020-10-22,3065000,2495000,Lägenhet,Bostadsrätt,2 ,55 ,True,3 av 3,False,1949,3550,5472
Söderarmsvägen 6,Kärrtorp,Stockholms kommun,2020-10-21,3150000,2395000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 3,False,1950,3355,5000
Drakflygargatan 2,Skarpnäck,Stockholms kommun,2020-10-20,2600000,2095000,Lägenhet,Bostadsrätt,2 ,59 ,True,3 av 3,True,1986,3469,4800
Nathorstvägen 36,Skärmarbrink,Stockholms kommun,2020-10-19,3000000,2395000,Lägenhet,Bostadsrätt,2 ,43 ,True,2 av 3,False,1938,3015,4800
Lidköpingsvägen 48,Hammarbyhöjden,Stockholms kommun,2020-10-16,3650000,2995000,Lägenhet,Bostadsrätt,2 ,52 ,True,3 av 3,False,1945,3130,6600
"Fyrskeppsvägen 35, 1 tr",Kärrtorp,Stockholms kommun,2020-10-15,2700000,2695000,Lägenhet,Bostadsrätt,2 ,53 ,True,1 av 3,False,1950,3300,4704
Fyrvaktarkroken 68,Blåsut,Stockholms kommun,2020-10-15,3660000,3195000,Lägenhet,Bostadsrätt,2 ,"62,5 ",True,3 av 6,True,2014,3652,5760
"Finn Malmgrens väg 18, 1tr",Hammarbyhöjden,Stockholms kommun,2020-10-15,3400000,3195000,Lägenhet,Bostadsrätt,2 ,56 ,True,1 av 3,False,1939,4316,5100
"Bergsrådsvägen 20, 2tr",Bagarmossen,Stockholms kommun,2020-10-14,3040000,2295000,Lägenhet,Bostadsrätt,2 ,54 ,True,2 av 3,False,1953,3614,6600
Drakflygargatan 9,Skarpnäck,Stockholms kommun,2020-09-30,2700000,1995000,Lägenhet,Bostadsrätt,2 ,"63,5 ",True,2 av 3,True,1985,4010,4500
Fyrskeppsvägen 71,Kärrtorp,Stockholms kommun,2020-09-30,2750000,2250000,Lägenhet,Bostadsrätt,2 ,55 ,True,2 av 3,False,1949,3550,4200
Vikstensvägen 1,Kärrtorp,Stockholms kommun,2020-09-25,2480000,2395000,Lägenhet,Bostadsrätt,2 ,58 ,True,2 av 3,False,1950,3783,6096
"Hässleholmsvägen 9, 4tr",Björkhagen,Stockholms kommun,2020-09-23,3400000,2500000,Lägenhet,Bostadsrätt,2 ,54 ,True,4 av 6,True,1947,3001,6600
Åkerbladsgatan 8,Johanneshov,Stockholms kommun,2020-09-23,2650000,2195000,Lägenhet,Bostadsrätt,2 ,43 ,True,2 av 3,False,1936,3163,4200
"Simrishamnsvägen 12, vån 6 av 6",Hammarbyhöjden/Björkhagen,Stockholms kommun,2020-09-22,3500000,2695000,Lägenhet,Bostadsrätt,2 ,54 ,True,6 av 6,True,1948,2687,2400
Petrejusvägen 6,Hammarbyhöjden,Stockholms kommun,2020-09-20,3075000,2495000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1937,2896,4200
Skarpnäcks Allé 37,Skarpnäck,Stockholms kommun,2020-09-18,2200000,2049000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,1 av 4,True,1985,4318,5386
Fogdevägen 47,Bagarmossen,Stockholms kommun,2020-09-18,2650000,2275000,Lägenhet,Bostadsrätt,2 ,48 ,False,,,2008,3301,6240
Emågatan 33,Bagarmossen,Stockholms kommun,2020-09-17,2750000,2395000,Lägenhet,Bostadsrätt,2 ,57 ,True,1 av 3,False,1954,3501,4300
Hasselquistvägen 31,Hammarbyhöjden,Stockholms kommun,2020-09-10,2680000,2295000,Lägenhet,Bostadsrätt,2 ,42 ,True,1 av 3,False,1939,3012,7700
Sten bergmans väg 21,Hammarbyhöjden,Stockholms kommun,2020-09-08,3350000,2650000,Lägenhet,Bostadsrätt,2 ,60 ,True,1 av 3,True,1989,3595,7200
Pilotgatan 4,Skarpnäck,Stockholms kommun,2020-09-04,2240000,1995000,Lägenhet,Bostadsrätt,2 ,63 ,True,3 av 3,True,1989,4550,3800
Nathorstvägen 32,Hammarbyhöjden/Johanneshov,Stockholms kommun,2020-09-04,3210000,2750000,Lägenhet,Bostadsrätt,2 ,47 ,True,1 av 3,False,1938,3620,9480
"Emågatan 12, 2tr",Bagarmossen,Stockholms kommun,2020-09-03,2765000,2500000,Lägenhet,Bostadsrätt,2 ,50 ,True,2 av 3,False,1953,3209,5000
Finn Malmgrens Väg 71,Björkhagen/Hammarbyhöjden,Stockholms kommun,2020-09-03,3210000,3250000,Lägenhet,Bostadsrätt,2 ,52 ,True,3 av 3,False,1942,2859,3600
Kolbäcksgränd 1,Bagarmossen,Stockholms kommun,2020-08-28,2880000,2495000,Lägenhet,Bostadsrätt,2 ,57 ,True,2 av 3,False,1954,3798,3900
Pilvingegatan 56,Skarpnäck,Stockholms kommun,2020-08-22,2250000,2195000,Lägenhet,Bostadsrätt,2 ,56 ,False,,,1986,3392,4800
Fyrvaktarkroken 68,Blåsut,Stockholms kommun,2020-08-21,3700000,2995000,Lägenhet,Bostadsrätt,2 ,65 ,True,3 av 6,True,2013,3776,3256
"Läckövägen 25, 2tr",Hammarbyhöjden,Stockholms kommun,2020-08-21,2940000,2450000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1943,2381,6564
"Paternostervägen 40, 3 tr",Hammarbyhöjden,Stockholms kommun,2020-08-21,3330000,2750000,Lägenhet,Bostadsrätt,2 ,59 ,True,3 av 3,False,1952,2871,8188
Fyrvaktarkroken 59,Enskededalen,Stockholms kommun,2020-08-20,3400000,2995000,Lägenhet,Bostadsrätt,2 ,"60,5 ",False,,,2019,3094,9264
"Ljusnevägen 2, 3 tr",Bagarmossen,Stockholms kommun,2020-08-13,2580000,2395000,Lägenhet,Bostadsrätt,2 ,44 ,True,3 av 4,True,2009,2529,1510
Paternostervägen 80A,Hammarbyhöjden,Stockholms kommun,2020-08-13,2820000,2495000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1952,3005,5400
"Mariestadsvägen 2, 3 tr",Hammarbyhöjden,Stockholms kommun,2020-08-04,2760000,2295000,Lägenhet,Bostadsrätt,2 ,"37,5 ",True,3 av 3,False,1942,3156,4500
Lidköpingsvägen 53,Hammarbyhöjden,Stockholms kommun,2020-07-22,3200000,2795000,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 3,False,1942,3593,4130
Lödösevägen 1,Hammarbyhöjden,Stockholms kommun,2020-07-20,3110000,2495000,Lägenhet,Bostadsrätt,2 ,50 ,True,,,1939,3021,6012
Alingsåsvägen 40,Hammarbyhöjden,Stockholms kommun,2020-07-17,2875000,2395000,Lägenhet,Bostadsrätt,2 ,40 ,True,3 av 3,False,1941,2763,5400
Finn Malmgrens Väg 29,Hammarbyhöjden,Stockholms kommun,2020-07-15,3250000,2695000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 3,False,1939,3819,4200
Finn Malmgrens väg 42A,Hammarbyhöjden,Stockholms kommun,2020-07-07,3050000,2995000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1939,2850,3300
Garagevägen 24,Hammarbyhöjden,Stockholms kommun,2020-06-10,3020000,2495000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 5,True,2018,2197,6024
Fyrskeppsvägen 114,Kärrtorp,Stockholms kommun,2020-06-08,2700000,2395000,Lägenhet,Bostadsrätt,2 ,55 ,True,1 av 3,False,1949,3645,6400
Petrejusvägen 49,Hammarbyhöjden,Stockholms kommun,2020-06-03,2500000,2395000,Lägenhet,Bostadsrätt,2 ,44 ,True,1 av 3,False,1939,3363,4800
"Pilotgatan 21, 1tr",Skarpnäck,Stockholms kommun,2020-06-02,2200000,2200000,Lägenhet,Bostadsrätt,2 ,"61,5 ",True,,,1983,3754,6000
Fyrskeppsvägen 44,Kärrtorp,Stockholms kommun,2020-05-28,2850000,2395000,Lägenhet,Bostadsrätt,2 ,53 ,True,3 av 3,False,1949,3300,6236
Thunbergsgatan 10,Hammarbyhöjden,Stockholms kommun,2020-05-28,2830000,2795000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1939,3210,9940
Horisontvägen 87B,Skarpnäck,Stockholms kommun,2020-05-26,2140000,2200000,Lägenhet,Bostadsrätt,2 ,65 ,True,2 av 3,True,1989,4772,5000
Lagavägen 20,Bagarmossen,Stockholms kommun,2020-05-15,2450000,2600000,Lägenhet,Bostadsrätt,2 ,63 ,False,,,2001,4849,3300
Åstorpsringen 15 - Accepterat pris,Enskededalen/Hammarbyhöjden,Stockholms kommun,2020-05-14,2900000,2900000,Lägenhet,Bostadsrätt,2 ,60 ,True,2,True,2005,3283,4800
Läckövägen 20,Hammarbyhöjden,Stockholms kommun,2020-05-05,2800000,2395000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 3,False,1943,2381,4814
Mariestadsvägen 8,Björkhagen/Hammarbyhöjden,Stockholms kommun,2020-05-04,2550000,2195000,Lägenhet,Bostadsrätt,2 ,39 ,True,2 av 3,False,1942,3289,4200
"Ronnebyvägen 9, 2tr",Björkhagen,Stockholms kommun,2020-04-23,3060000,2795000,Lägenhet,Bostadsrätt,2 ,53 ,False,2 av 3,False,1947,3204,7054
Olaus Magnus väg 46,Hammarbyhöjden,Stockholms kommun,2020-04-22,2500000,2195000,Lägenhet,Bostadsrätt,2 ,39 ,True,,,1940,3141,4800
Malmövägen 34,Hammarbyhöjden/Björkhagen,Stockholms kommun,2020-04-03,2890000,2795000,Lägenhet,Bostadsrätt,2 ,51 ,True,2 av 3,False,1947,3483,3600
Söderarmsvägen 25,Kärrtorp,Stockholms kommun,2020-03-26,2300000,2195000,Lägenhet,Bostadsrätt,2 ,46 ,True,,,2008,3451,2400
Läckövägen 22,Hammarbyhöjden,Stockholms kommun,2020-03-25,3570000,2995000,Lägenhet,Bostadsrätt,2 ,"54,5 ",True,2 av 3,False,1943,2996,5429
Thunbergsgatan 28,Hammarbyhöjden,Stockholms kommun,2020-03-05,3775000,3395000,Lägenhet,Bostadsrätt,2 ,"59,2 ",True,2 av 3,False,1939,3287,7662
Fogdevägen 45,Bagarmossen,Stockholms kommun,2020-02-26,2600000,2295000,Lägenhet,Bostadsrätt,2 ,48 ,False,,,2009,3301,6408
Ronnebyvägen 9,Björkhagen,Stockholms kommun,2020-02-25,3250000,2850000,Lägenhet,Bostadsrätt,2 ,53 ,True,2 av 3,False,1947,3204,4700
Ystadsvägen 63,Björkhagen,Stockholms kommun,2020-02-14,3200000,2995000,Lägenhet,Bostadsrätt,2 ,63 ,True,2 av 3,False,1947,3661,5228
Petrejusvägen 49,Hammarbyhöjden,Stockholms kommun,2020-02-12,3650000,3195000,Lägenhet,Bostadsrätt,2 ,62 ,False,1 av 3,False,1939,4179,5311
Kalmgatan 30,Hammarbyhöjden,Stockholms kommun,2020-02-04,3000000,2595000,Lägenhet,Bostadsrätt,2 ,56 ,False,,,1936,3519,4248
Hållövägen 5,Hammarbyhöjden,Stockholms kommun,2020-01-29,3450000,2895000,Lägenhet,Bostadsrätt,2 ,"60,5 ",False,,,2019,3188,5040
Garagevägen 15,Johanneshov,Stockholms kommun,2018-10-30,2900000,2495000,Lägenhet,Bostadsrätt,2 ,48 ,,,,2014,3282,4200
