Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad 
Döbelnsgatan 77A,Vasastaden,Stockholms kommun,2022-02-10,5000000,4195000,Lägenhet,Bostadsrätt,2 ,34 ,False,1 av 6,True,1905,411,
"Sonja Kovalevskys gata 11, 2tr.",Vasastan,Stockholms kommun,2022-02-10,6850000,6495000,Lägenhet,Bostadsrätt,2 ,63 ,True,2,True,2017,3150,
Tomtebogatan 12,Birkastan/Vasastan,Stockholms kommun,2022-02-10,6650000,,Lägenhet,Bostadsrätt,2 ,54 ,False,0,True,1904,2262,4860
Sankt Eriksgatan 108,Vasastan - S:t Eriksplan,Stockholms kommun,2022-02-10,5400000,4295000,Lägenhet,Bostadsrätt,2 ,42 ,False,1,True,1926,1736,9312
Torsgatan 42D,Vasastan,Stockholms kommun,2022-02-10,4700000,3950000,Lägenhet,Bostadsrätt,2 ,"39,5 ",False,1 av 4,True,1929,2179,3600
"Roslagsgatan 33B, vån 3/4",Vasastan,Stockholms kommun,2022-02-09,7750000,6495000,Lägenhet,Bostadsrätt,2 ,57 ,True,3 av 4,True,1901,2611,
"Torsplan 10, 7 tr",Hagastaden/Vasastan,Stockholms kommun,2022-02-09,7250000,7250000,Lägenhet,Bostadsrätt,2 ,56 ,True,7 av 33,True,2018,3584,5000
Nina einhorns gata 7,Vasastan - Hagastaden,Stockholms kommun,2022-02-09,5820000,4995000,Lägenhet,Bostadsrätt,2 ,"49,5 ",True,6 av 12,True,2018,2417,4560
"Upplandsgatan 45, 5 tr",Vasastan Odenplan,Stockholms kommun,2022-02-08,8000000,6850000,Lägenhet,Bostadsrätt,2 ,49 ,True,5 av 5,True,1885,1312,
"Observatoriegatan 2B, 2tr",Vasastan,Stockholms kommun,2022-02-08,7450000,5995000,Lägenhet,Bostadsrätt,2 ,58 ,False,2 av 4,True,1927,1844,5880
"Rehnsgatan 21, 2 tr",Vasastan,Stockholms kommun,2022-02-08,5075000,3995000,Lägenhet,Bostadsrätt,2 ,40 ,False,2,True,1903,1179,
Roslagsgatan 19A,Vasastan,Stockholms kommun,2022-02-08,6650000,5250000,Lägenhet,Bostadsrätt,2 ,48 ,True,1,False,1904,1445,
Roslagsgatan 37A Gårdshus,Vasastan,Stockholms kommun,2022-02-08,5175000,4295000,Lägenhet,Bostadsrätt,2 ,40 ,True,1 av 4,True,1899,1882,9168
Roslagsgatan 54A,Vasastan / Sibirien,Stockholms kommun,2022-02-08,5550000,4595000,Lägenhet,Bostadsrätt,2 ,46 ,,,,1904,2739,
"Torbjörn Klockares gata 14, 1.5tr",Vasastan - Röda Bergen,Stockholms kommun,2022-02-07,7500000,5495000,Lägenhet,Bostadsrätt,2 ,61 ,,1,False,1920,2800,
"Vikingagatan 14C, 2 tr",Vasastan,Stockholms kommun,2022-02-07,6660000,5495000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 5,False,1911,1609,5520
"Falugatan 18, 3tr Vindsvåning",Vasastan - Röda Bergen,Stockholms kommun,2022-02-07,4300000,4300000,Lägenhet,Bostadsrätt,2 ,30 ,,4,False,1925,1617,
Sveavägen 135,Vasastan,Stockholms kommun,2022-02-07,4800000,4695000,Lägenhet,Bostadsrätt,2 ,47 ,False,3,True,1926,1541,
Vulcanusgatan 4,Vasastan,Stockholms kommun,2022-02-07,4815000,4495000,Lägenhet,Bostadsrätt,2 ,43 ,,,,1928,2418,
"Hälsingegatan 61, 8 tr",Vasastan/Hagastan,Stockholms kommun,2022-02-06,6050000,5450000,Lägenhet,Bostadsrätt,2 ,53 ,True,8 av 10,True,2018,2650,
"Norrtullsgatan 4, 2 tr",Vasastan,Stockholms kommun,2022-02-04,5600000,4795000,Lägenhet,Bostadsrätt,2 ,43 ,False,2 av 5,True,1884,825,5460
Norrtullsgatan 26,Vasastan,Stockholms kommun,2022-02-04,6000000,5795000,Lägenhet,Bostadsrätt,2 ,54 ,True,2,True,1905,2309,11000
Upplandsgatan 62,Vasastan,Stockholms kommun,2022-02-04,8550000,7000000,Lägenhet,Bostadsrätt,2 ,57 ,True,4 av 5,True,1906,2718,
"Rörstrandsgatan 19, 5 tr",Vasastan,Birkastan,2022-02-04,7900000,6995000,Lägenhet,Bostadsrätt,2 ,64 ,,5,True,1926,3057,3000
"Torsgatan 77, 3tr",Vasastan,Stockholms kommun,2022-02-03,4500000,3795000,Lägenhet,Bostadsrätt,2 ,40 ,False,3 av 4,True,1925,2163,
Roslagsgatan 54,Vasastan,Stockholms kommun,2022-02-03,3800000,3650000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1905,3317,3000
Frejgatan 46A,Vasastaden,Stockholms kommun,2022-02-03,8640000,8640000,Lägenhet,Bostadsrätt,2 ,72 ,False,3 av 5,True,1903,3298,
Surbrunnsgatan 15,Östermalm/Vasastan,Stockholms kommun,2022-02-03,6750000,5500000,Lägenhet,Bostadsrätt,2 ,53 ,,,,1896,2552,
"Västmannagatan 8, 3 tr",Vasastan/ Norrmalm,Stockholms kommun,2022-02-03,7800000,6750000,Lägenhet,Bostadsrätt,2 ,57 ,,3 av 4,True,1903,2630,
"Västmannagatan 54, 4 tr",Vasastan - Odenplan,Stockholms kommun,2022-02-02,5000000,3995000,Lägenhet,Andel i bostadsförening,2 ,38 ,,4 av 5,True,1884,791,
Karlbergsvägen 25A,Vasastan,Stockholms kommun,2022-02-02,4400000,,Lägenhet,Bostadsrätt,2 ,34 ,False,3 av 5,True,1899,1443,4860
"Surbrunnsgatan 45, 3tr",Vasastan,Stockholms kommun,2022-02-02,5730000,4895000,Lägenhet,Bostadsrätt,2 ,52 ,False,3 av 5,True,1929,465,6140
"Bråvallagatan 9 A, 2tr",Vasastan - Birkastan,Stockholms kommun,2022-02-01,6400000,5195000,Lägenhet,Bostadsrätt,2 ,46 ,True,2,True,1927,2381,
"Völundsgatan 1, BV",Vasastan,Stockholms kommun,2022-02-01,6650000,,Lägenhet,Bostadsrätt,2 ,58 ,False,,,1929,3262,
Roslagsgatan 33B,Vasastan,Stockholms kommun,2022-02-01,5540000,4495000,Lägenhet,Bostadsrätt,2 ,43 ,,,,1901,1971,
"Karlbergsvägen 80B, 2,5tr",Vasastan/Birkastan,Stockholms kommun,2022-01-31,7000000,5950000,Lägenhet,Bostadsrätt,2 ,"59,5 ",True,2,True,1912,2836,7800
Sveavägen 117B,Vasastan,Stockholms kommun,2022-01-31,7905000,7905000,Lägenhet,Bostadsrätt,2 ,51 ,True,6 av 6,True,1928,1803,
Frejgatan 48,Vasastan,Stockholms kommun,2022-01-31,7950000,6295000,Lägenhet,Bostadsrätt,2 ,57 ,True,,,1904,2942,
"Västmannagatan 91, 3 tr",Vasastan,Stockholms kommun,2022-01-30,7250000,,Lägenhet,Bostadsrätt,2 ,54 ,False,3 av 5,True,1912,2560,5880
"Surbrunnsgatan 43B, 2tr",Vasastan,Stockholms kommun,2022-01-30,6400000,,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 4,False,1909,2526,
Vulcanusgatan 8,Vasastan - Atlas,Stockholms kommun,2022-01-29,5800000,,Lägenhet,Bostadsrätt,2 ,44 ,,2,True,1929,1396,
"Roslagsgatan 23A, 4tr.",Vasastan - Sibirien,Stockholms kommun,2022-01-28,6370000,5995000,Lägenhet,Bostadsrätt,2 ,57 ,False,4,True,1903,2453,
Upplandsgatan 34,Vasastaden,Stockholms kommun,2022-01-28,8600000,,Lägenhet,Bostadsrätt,2 ,66 ,False,,,,2847,
Dalagatan 86 E,Vasastan,Stockholms kommun,2022-01-28,4600000,,Lägenhet,Bostadsrätt,2 ,38 ,False,1,True,1916,2236,6523
Tomtebogatan 46,Vasastan,Stockholms kommun,2022-01-28,4400000,3950000,Lägenhet,Bostadsrätt,2 ,33 ,True,1,True,1906,1783,5131
Tegnérlunden 6,Vasastan - Tegnérlunden,Stockholms kommun,2022-01-27,5400000,4750000,Lägenhet,Bostadsrätt,2 ,50 ,True,2,True,1968,1973,5306
Norrbackagatan 42,Vasastan - Birkastan,Stockholms kommun,2022-01-27,7900000,5995000,Lägenhet,Bostadsrätt,2 ,57 ,False,3 av 4,False,1905,2831,3144
Falugatan 17,Vasastan - Röda Bergen,Stockholms kommun,2022-01-26,4750000,3995000,Lägenhet,Bostadsrätt,2 ,44 ,,0,False,,2625,
Sveavägen 117A,Vasastan,Stockholms kommun,2022-01-26,7800000,6995000,Lägenhet,Bostadsrätt,2 ,61 ,False,3 av 4,True,1928,2156,
"Gävlegatan 32, vån 8",Vasastaden,Stockholms kommun,2022-01-26,4500000,3895000,Lägenhet,Bostadsrätt,2 ,35 ,True,8 av 14,True,2017,1750,
"Döbelnsgatan 47, 1,5tr",Vasastan/Norrmalm,Stockholms kommun,2022-01-25,4625000,3795000,Lägenhet,Bostadsrätt,2 ,35 ,,1 av 6,True,1929,1887,4200
"Surbrunnsgatan 46, 1tr",Vasastan - Odenplan,Stockholms kommun,2022-01-25,7750000,6250000,Lägenhet,Bostadsrätt,2 ,59 ,True,1 av 5,True,1907,380,7200
Idungatan 6,Vasastan,Stockholms kommun,2022-01-25,7375000,6950000,Lägenhet,Bostadsrätt,2 ,34 ,False,,,1905,1615,14400
"Falugatan 18, 1,5 tr",Vasastan,Stockholms kommun,2022-01-25,4560000,3595000,Lägenhet,Bostadsrätt,2 ,36 ,,1 av 2,False,1925,1941,4200
"Rödabergsgatan 7, 1tr",Vasastan,Stockholms kommun,2022-01-25,6225000,5795000,Lägenhet,Bostadsrätt,2 ,58 ,False,2 av 4,False,1925,3086,5628
"Surbrunnsgatan 43B, 2tr",Vasastan,Stockholms kommun,2022-01-25,6750000,5750000,Lägenhet,Bostadsrätt,2 ,51 ,True,2 av 4,False,1909,2684,5988
"Hagagränd 2, 3tr",Vasastan Odenplan,Stockholms kommun,2022-01-25,6600000,5250000,Lägenhet,Bostadsrätt,2 ,48 ,True,3 av 4,False,1896,2293,3996
"Hagagatan 16A, 2 tr ög",Vasastan,Stockholms kommun,2022-01-25,6520000,5595000,Lägenhet,Andel i bostadsförening,2 ,53 ,True,,,1905,2769,
"Vikingagatan 24, 4 tr",Vasastan,Stockholms kommun,2022-01-25,6225000,4995000,Lägenhet,Bostadsrätt,2 ,"47,5 ",,,,1904,1724,12100
"Hagagatan 50 A,  4tr ög",Vasastan,Stockholms kommun,2022-01-24,4100000,3495000,Lägenhet,Bostadsrätt,2 ,31 ,True,4 av 4,False,1912,1755,
Västmannagatan 71 D,Vasastan,Stockholms kommun,2022-01-24,7525000,6250000,Lägenhet,Bostadsrätt,2 ,54 ,True,1 av 4,True,1907,1783,
"Norrtullsgatan 25C, 4+5tr.",Vasastan - Odenplan,Stockholms kommun,2022-01-22,9425000,7995000,Lägenhet,Bostadsrätt,2 ,67 ,True,,,1909,3322,
Tomtebogatan 39,Vasastan,Stockholms kommun,2022-01-21,3100000,3300000,Lägenhet,Bostadsrätt,2 ,36 ,,,,,2269,
Holländargatan 31,Vasastan/Norrmalm,Stockholms kommun,2022-01-21,7350000,6395000,Lägenhet,Bostadsrätt,2 ,64 ,True,2 av 5,True,1916,2482,5880
Kungstensgatan 29,Vasastan,Stockholms kommun,2022-01-21,8850000,7800000,Lägenhet,Bostadsrätt,2 ,68 ,True,1,True,1899,2646,10700
"Roslagsgatan 21A, vån 3/3",Vasastan,Stockholms kommun,2022-01-20,7000000,,Lägenhet,Bostadsrätt,2 ,51 ,True,3 av 3,False,,2486,
"Emmy rappes gata 3, vån 11",Vasastan - Hagastaden,Stockholms kommun,2022-01-20,7800000,7450000,Lägenhet,Bostadsrätt,2 ,"64,6 ",,11 av 12,True,2021,3786,9528
"Frejgatan 99, 3tr",Vasastan - Odenplan,Stockholms kommun,2022-01-20,6475000,5195000,Lägenhet,Andel i bostadsförening,2 ,46 ,True,3 av 4,False,1904,1921,8636
Roslagsgatan 32,Vasastan/Östermalm,Stockholms kommun,2022-01-20,9400000,8500000,Lägenhet,Andel i bostadsförening,2 ,69 ,,4 av 4,False,1884,2409,5800
"Döbelnsgatan 95, 3tr",Vasastan,Stockholms kommun,2022-01-19,5290000,4495000,Lägenhet,Bostadsrätt,2 ,43 ,False,3 av 6,True,1972,1420,
"Roslagsgatan 21A, Uteplats!",Vasastan - Sibirien,Stockholms kommun,2022-01-18,4405000,3695000,Lägenhet,Bostadsrätt,2 ,32 ,,,,1904,1624,
"Rörstrandsgatan 48A, 2tr",Vasastan,Stockholms kommun,2022-01-18,4240000,3095000,Lägenhet,Bostadsrätt,2 ,26 ,True,2,False,1908,1517,3600
Karlbergsvägen 84A,Birkastan,Stockholms kommun,2022-01-18,5200000,4095000,Lägenhet,Bostadsrätt,2 ,45 ,False,,,1912,2170,
"Drejargatan 6, 6tr",Vasastan - Birkastan,Stockholms kommun,2022-01-17,7000000,5375000,Lägenhet,Bostadsrätt,2 ,42 ,False,6 av 6,True,1929,2275,5500
Karlbergsvägen 84 A,Vasastan,Stockholms kommun,2022-01-16,7800000,6950000,Lägenhet,Bostadsrätt,2 ,64 ,True,4 av 4,False,1913,3653,3800
Frejgatan 50,Vasastan,Stockholms kommun,2022-01-15,6450000,,Lägenhet,Andel i bostadsförening,2 ,42 ,True,3 av 4,False,1896,2391,3480
Rådmansgatan 86,Vasastan,Stockholms kommun,2022-01-15,7200000,6350000,Lägenhet,Bostadsrätt,2 ,59 ,,0,False,1888,2021,7700
"Tomtebogatan 40, 2tr",Vasastan - Birkastan,Stockholms kommun,2022-01-14,4850000,,Lägenhet,Bostadsrätt,2 ,36 ,True,2,True,1907,1922,
Sankt Eriksplan 5,Vasastan - St Eriksplan,Stockholms kommun,2022-01-14,8000000,6950000,Lägenhet,Bostadsrätt,2 ,59 ,True,5 av 6,True,1927,2084,8400
"Hagagatan 18A, 2 tr",Vasastan,Stockholms kommun,2022-01-14,6200000,5795000,Lägenhet,Andel i bostadsförening,2 ,50 ,True,2 av 4,False,1906,2724,7800
Ingemarsgatan 3B,Vasastan - Sibirien,Stockholms kommun,2022-01-13,4150000,3495000,Lägenhet,Bostadsrätt,2 ,36 ,False,3 av 5,True,1913,1780,4560
Torsplan 8,Torsplan,Stockholms kommun,2022-01-13,7250000,6495000,Lägenhet,Bostadsrätt,2 ,59 ,True,9,True,2019,3657,
"Norrtullsgatan 63, 4 tr",Vasastan,Stockholms kommun,2022-01-13,5550000,4995000,Lägenhet,Bostadsrätt,2 ,56 ,True,4 av 6,True,1947,2800,6200
"Sankt Eriksgatan 65, 3 tr",Vasastan,Stockholms kommun,2022-01-12,8950000,8495000,Lägenhet,Bostadsrätt,2 ,86 ,,3 av 9,True,1927,4048,5520
Dalagatan 78C,Vasastan,Stockholms kommun,2022-01-12,5100000,4295000,Lägenhet,Bostadsrätt,2 ,47 ,False,,,1905,1862,4000
"Upplandsgatan 34, 6tr",Vasastan,Stockholms kommun,2022-01-12,7300000,5695000,Lägenhet,Bostadsrätt,2 ,56 ,True,6 av 6,True,1974,2415,
"Idungatan 5, 4tr",Vasastan,Stockholms kommun,2022-01-12,4520000,3725000,Lägenhet,Bostadsrätt,2 ,39 ,True,4 av 6,True,1969,2022,5700
"Västmannagatan 50, 5tr",Vasastan,Stockholms kommun,2022-01-12,5700000,4575000,Lägenhet,Bostadsrätt,2 ,60 ,,,,1964,3701,6900
Hagagatan 8A,Vasastan Odenplan,Stockholms kommun,2022-01-11,4250000,3195000,Lägenhet,Bostadsrätt,2 ,27 ,True,1 av 4,False,1905,1280,
Markvardsgatan 6A,Vasastan,Stockholms kommun,2022-01-11,4900000,4900000,Lägenhet,Bostadsrätt,2 ,34 ,True,2 av 3,True,1898,1660,5000
"Emmy Rappes Gata 3, Vån 3",Hagastaden - Vasastan,Stockholms kommun,2022-01-10,6995000,6995000,Lägenhet,Bostadsrätt,2 ,66 ,,3 av 12,True,2021,3977,9648
Völundsgatan 11,Vasastaden,Stockholms kommun,2022-01-07,4600000,4600000,Lägenhet,Bostadsrätt,2 ,38 ,False,1 av 5,True,1928,2147,5250
"Torsgatan 40a, 3tr ög",Vasastan - S:t Eriksplan,Stockholms kommun,2022-01-06,6150000,,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 4,False,1914,3082,
Ingemarsgatan 3B,Vasastan,Stockholms kommun,2022-01-06,4300000,,Lägenhet,Bostadsrätt,2 ,32 ,True,4,True,1913,1658,4000
Vulcanusgatan 13,Vasastaden,Stockholms kommun,2022-01-05,4600000,3995000,Lägenhet,Bostadsrätt,2 ,38 ,False,2 av 5,True,1929,1986,5250
"Frejgatan 50, 2 tr",Vasastan - Odenplan,Stockholms kommun,2022-01-05,6800000,,Lägenhet,Andel i bostadsförening,2 ,47 ,,2 av 4,False,1896,2553,
Torsgatan 78,Vasastaden,Stockholms kommun,2022-01-04,5350000,,Lägenhet,Bostadsrätt,2 ,47 ,,4 av 4,False,1924,2454,
Gävlegatan 26,Vasastan - Hagastaden,Stockholms kommun,2021-12-30,5700000,5495000,Lägenhet,Bostadsrätt,2 ,55 ,,2,True,2017,2750,4900
Tomtebogatan 51,Vasastan - Birkastan,Stockholms kommun,2021-12-23,8050000,,Lägenhet,Bostadsrätt,2 ,62 ,True,5 av 5,True,1907,3067,5316
Döbelnsgatan 52,Vasastan,Stockholms kommun,2021-12-22,5800000,5500000,Lägenhet,Bostadsrätt,2 ,"52,3 ",False,3 av 8,True,1962,2128,
"Luntmakargatan 67, Vindsvåning",Vasastaden,Stockholms kommun,2021-12-21,7600000,7600000,Lägenhet,Bostadsrätt,2 ,51 ,True,5 av 5,True,,2486,
Torsplan 8,Hagastaden - Vasastan,Stockholms kommun,2021-12-20,6800000,6900000,Lägenhet,Bostadsrätt,2 ,69 ,True,2 av 36,True,2016,4132,5028
"Dannemoragatan 14, 5 tr",Vasastan,Stockholms kommun,2021-12-18,4400000,,Lägenhet,Bostadsrätt,2 ,35 ,False,5 av 6,True,1923,1518,3960
"Bråvallagatan 9A, halv tr.",Vasastan - Birkastan,Stockholms kommun,2021-12-17,4350000,3495000,Lägenhet,Bostadsrätt,2 ,37 ,,,,1927,1931,
Karlbergsvägen 47B,Vasastan - Birkastan,Stockholms kommun,2021-12-17,8400000,7250000,Lägenhet,Bostadsrätt,2 ,60 ,True,1,False,1904,2425,6000
Birger Jarlsgatan 115 A,Sibirien/ Vasastan,Stockholms kommun,2021-12-16,4375000,3600000,Lägenhet,Bostadsrätt,2 ,35 ,,,,1913,1749,2400
"Frejgatan 34, 5tr",Vasastan,Stockholms kommun,2021-12-16,5425000,5425000,Lägenhet,Bostadsrätt,2 ,43 ,True,5,True,1939,2345,3200
"Rörstrandsgatan 22A, 4 tr",Vasastaden,Stockholms kommun,2021-12-15,8550000,6950000,Lägenhet,Bostadsrätt,2 ,61 ,True,4 av 5,True,1907,2364,7524
"Atlasmuren 18, 3 tr",Vasastan,Stockholms kommun,2021-12-15,5380000,,Lägenhet,Bostadsrätt,2 ,"42,9 ",False,3 av 5,True,1929,1054,4000
Sigtunagatan 10,Vasastan,Stockholms kommun,2021-12-14,4950000,4150000,Lägenhet,Bostadsrätt,2 ,39 ,False,,,1904,1076,7680
"Odengatan 48A, 3 tr",Vasastan,Stockholms kommun,2021-12-14,7400000,6195000,Lägenhet,Bostadsrätt,2 ,56 ,True,3 av 3,False,1905,2645,5520
Birger Jarlsgatan 95,Vasastaden,Stockholms kommun,2021-12-14,7650000,,Lägenhet,Bostadsrätt,2 ,55 ,False,,,,2198,
"Dalagatan 44 A, 3 tr",Vasastan - Vasaparken,Stockholms kommun,2021-12-14,3700000,3975000,Lägenhet,Bostadsrätt,2 ,23 ,True,3 av 4,False,1884,546,
"Frejgatan 10, 2tr",Vasastan,Stockholms kommun,2021-12-14,8300000,6650000,Lägenhet,Bostadsrätt,2 ,58 ,True,2 av 4,True,1884,995,15840
"Vikingagatan 22B, 3tr",Vasastan - Birkastan,Stockholms kommun,2021-12-13,7400000,,Lägenhet,Bostadsrätt,2 ,57 ,,3,True,1904,1926,
Rödabergsgatan 4,Vasastaden,Stockholms kommun,2021-12-12,5200000,5200000,Lägenhet,Bostadsrätt,2 ,44 ,False,2 av 3,False,1925,2451,5250
"Döbelnsgatan 58, 1tr -  Accepterat pris",Vasastan,Stockholms kommun,2021-12-10,5945000,5945000,Lägenhet,Bostadsrätt,2 ,61 ,,1 av 6,True,1962,2373,5400
Hälsingegatan 31,Vasastan,Stockholms kommun,2021-12-09,4800000,4495000,Lägenhet,Bostadsrätt,2 ,"39,5 ",True,1 av 5,True,1924,1689,3600
"Döbelnsgatan 52, 8 tr",Vasastan,Stockholms kommun,2021-12-09,5660000,4695000,Lägenhet,Bostadsrätt,2 ,"52,3 ",True,8 av 8,True,,2122,4100
"Tegnérgatan 55D, 5 + 6 tr (vind)",Vasastan,Stockholms kommun,2021-12-09,5100000,4795000,Lägenhet,Bostadsrätt,2 ,31 ,True,5 av 6,True,1927,2186,8200
Drejargatan 2,Birkastan,Stockholms kommun,2021-12-08,7300000,,Lägenhet,Bostadsrätt,2 ,47 ,True,5 av 5,True,1929,391,5880
"Västmannagatan 87 B, 1 tr",Vasastan Odenplan,Stockholms kommun,2021-12-08,6550000,5875000,Lägenhet,Bostadsrätt,2 ,54 ,True,1 av 5,True,1901,2207,
Birkagatan 35,Vasastan Birkastan,Stockholms kommun,2021-12-08,5945000,4975000,Lägenhet,Bostadsrätt,2 ,44 ,True,1,False,1906,1730,
"Upplandsgatan 32, 2tr",Vasastan Odenplan,Stockholms kommun,2021-12-08,4400000,3450000,Lägenhet,Bostadsrätt,2 ,"36,5 ",False,2 av 7,True,1967,2104,7632
Roslagsgatan 23,Vasastan - Sibirien,Stockholms kommun,2021-12-08,6720000,5950000,Lägenhet,Bostadsrätt,2 ,56 ,False,3 av 5,True,1902,2693,5400
"Roslagsgatan 29, 5 tr",Vasastan,Stockholms kommun,2021-12-08,4430000,3695000,Lägenhet,Bostadsrätt,2 ,27 ,True,5 av 5,True,1936,1696,4200
Hagagatan 50,Vasastan,Stockholms kommun,2021-12-08,6300000,5495000,Lägenhet,Bostadsrätt,2 ,38 ,False,,,1929,4395,7400
"Dannemoragatan 14, 3tr",Vasastan,Stockholms kommun,2021-12-08,4560000,3850000,Lägenhet,Bostadsrätt,2 ,38 ,False,3 av 5,True,1923,1827,3924
Upplandsgatan 47,Vasastan - Odenplan,Stockholms kommun,2021-12-08,7500000,6750000,Lägenhet,Bostadsrätt,2 ,55 ,True,3 av 5,True,1885,2170,5160
"Sonja Kovalevskys Gata 11, vån 12",Vasastan/Hagastaden,Stockholms kommun,2021-12-07,4535000,,Lägenhet,Bostadsrätt,2 ,35 ,False,12 av 13,True,2017,1750,
"Karlbergsvägen 82b, 3 tr",Vasastan - Birkastan,Stockholms kommun,2021-12-07,7800000,,Lägenhet,Bostadsrätt,2 ,60 ,True,3,True,1912,2408,
"Upplandsgatan 46, 4 tr",Vasastan,Stockholms kommun,2021-12-07,8050000,6995000,Lägenhet,Andel i bostadsförening,2 ,59 ,True,4 av 5,True,1883,1695,5520
"Tomtebogatan 15A, 1tr",Vasastan Birkastan,Stockholms kommun,2021-12-07,7750000,6195000,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 5,True,1907,1936,
"Nina Einhorns Gata 1, 7 tr",Hagastaden,Stockholms kommun,2021-12-07,4450000,3950000,Lägenhet,Bostadsrätt,2 ,42 ,True,7 av 12,True,2016,2127,4320
"Döbelnsgatan 63 A, 2 tr",Vasastan,Stockholms kommun,2021-12-06,5700000,4495000,Lägenhet,Bostadsrätt,2 ,40 ,True,2 av 4,False,1899,2099,5520
Tre liljor 3,Vasastan,Stockholms kommun,2021-12-06,5700000,5195000,Lägenhet,Bostadsrätt,2 ,52 ,False,1 av 5,True,1923,1676,
"Falugatan 21, 2 tr",Vasastan / Röda Bergen,Stockholms kommun,2021-12-06,7100000,6495000,Lägenhet,Bostadsrätt,2 ,68 ,,2 av 2,False,1925,3130,6800
"Hagagatan 1, 4tr",Vasastan - Odenplan,Stockholms kommun,2021-12-03,5350000,4695000,Lägenhet,Bostadsrätt,2 ,60 ,False,4 av 7,True,1974,2742,4920
Hälsingegatan 14C,Vasastan,Stockholms kommun,2021-12-02,7600000,6895000,Lägenhet,Bostadsrätt,2 ,68 ,,1 av 5,True,1910,1981,
Sankt Eriksplan 15,Vasastan - S:t Eriksplan,Stockholms kommun,2021-12-02,4300000,3795000,Lägenhet,Bostadsrätt,2 ,37 ,,-3 av 5,True,1927,1512,
"Karlbergsvägen 87A, 4 tr",Vasastan Birkastan,Stockholms kommun,2021-12-02,7500000,6575000,Lägenhet,Bostadsrätt,2 ,60 ,True,4 av 5,True,1912,2895,
Dalagatan 86H,Vasastan,Stockholms kommun,2021-12-02,4850000,4250000,Lägenhet,Bostadsrätt,2 ,37 ,True,5 av 5,True,1919,2204,6900
Karlbergsvägen 43 a,Vasastan,Stockholms kommun,2021-12-02,8062500,7195000,Lägenhet,Bostadsrätt,2 ,62 ,True,1 av 4,True,1910,1885,4900
Dalagatan 35A,Vasastan,Stockholms kommun,2021-12-01,6100000,5750000,Lägenhet,Bostadsrätt,2 ,53 ,True,1 av 4,True,1907,2538,
"Sveavägen 133, Vån 1",Vasastan,Stockholms kommun,2021-12-01,6350000,6295000,Lägenhet,Bostadsrätt,2 ,72 ,,1,True,1926,3737,6000
"Tulegatan 32A, 1 tr",Vasastan Sibirien,Stockholms kommun,2021-12-01,7500000,,Lägenhet,Bostadsrätt,2 ,58 ,True,1 av 5,True,1903,2244,
Hälsingehöjden 11,Vasastan,Stockholms kommun,2021-11-30,5000000,,Lägenhet,Bostadsrätt,2 ,"41,5 ",,3,True,1924,1955,
Tomtebogatan 11,Birkastan/ Vasastan,Stockholms kommun,2021-11-30,9250000,7795000,Lägenhet,Bostadsrätt,2 ,71 ,,3 av 5,False,1909,2749,4800
"Ingemarsgatan 3B, 5 tr",Vasastan,Stockholms kommun,2021-11-30,4300000,3495000,Lägenhet,Bostadsrätt,2 ,35 ,,5 av 6,True,1913,1749,1800
"Sveavägen 121A, 4 tr",Vasastan,Stockholms kommun,2021-11-30,6835000,5495000,Lägenhet,Bostadsrätt,2 ,57 ,,4 av 4,False,1927,2991,7400
"Döbelnsgatan 53A, 3tr ö.g",Vasastan,Stockholms kommun,2021-11-30,8250000,6750000,Lägenhet,Bostadsrätt,2 ,57 ,True,3 av 4,False,1909,2040,3600
"Frejgatan 37, 3tr.",Vasastan - Sibirien,Stockholms kommun,2021-11-29,6725000,6495000,Lägenhet,Bostadsrätt,2 ,67 ,True,3,True,1980,3477,
Sveavägen 134,Vasastan,Stockholms kommun,2021-11-29,6450000,,Lägenhet,Bostadsrätt,2 ,"49,8 ",True,5 av 6,True,1937,2828,
"Robert Almströmsgatan 12, 4tr",Vasastan,Stockholms kommun,2021-11-28,5225000,4250000,Lägenhet,Bostadsrätt,2 ,41 ,,4 av 5,True,1927,1982,6500
Tomtebogatan 13B,Vasastan,Stockholms kommun,2021-11-26,5100000,4495000,Lägenhet,Bostadsrätt,2 ,41 ,True,1 av 4,False,1909,1938,6000
"Birger Jarlsgatan 125, 5 tr",Vasastan Östermalm,Stockholms kommun,2021-11-25,4730000,4395000,Lägenhet,Bostadsrätt,2 ,48 ,,5 av 6,True,1912,2144,4800
Sigtunagatan 18,Vasastan - St Eriksplan,Stockholms kommun,2021-11-25,8050000,6750000,Lägenhet,Bostadsrätt,2 ,59 ,True,2 av 5,True,1898,2019,4560
Birger Jarlsgatan 105,Vasastan - Sibirien,Stockholms kommun,2021-11-25,5250000,4595000,Lägenhet,Bostadsrätt,2 ,52 ,False,,,1884,841,
