Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad 
"Tjustgatan 5, 3 tr",Katarina,Stockholms kommun,2021-06-22,4800000,4495000,Lägenhet,Bostadsrätt,2 ,46 ,True,3 av 6,True,1967,1864,5400
Högalidsgatan 42B,Södermalm - Högalid,Stockholms kommun,2021-06-22,5600000,4250000,Lägenhet,Bostadsrätt,2 ,52 ,False,1 av 6,True,1912,2516,3900
Lundagatan 44A,Södermalm - Högalid,Stockholms kommun,2021-06-22,4330000,3750000,Lägenhet,Bostadsrätt,2 ,44 ,False,3 av 4,True,1930,2190,7908
Klippgatan 21,Södermalm - Sofia,Stockholms kommun,2021-06-22,5250000,4795000,Lägenhet,Bostadsrätt,2 ,56 ,False,3 av 5,False,1924,3911,3515
"Fatburs kvarngata 3, 1tr",Södermalm,Stockholms kommun,2021-06-22,4850000,4495000,Lägenhet,Bostadsrätt,2 ,"67,5 ",True,1,True,,4770,7968
Ringvägen 114,Södermalm,Stockholms kommun,2021-06-22,4100000,3195000,Lägenhet,Bostadsrätt,2 ,41 ,,3 av 5,True,1930,1922,
"Ringvägen 83a, 4tr, Gårdshus!",Södermalm - Katarina,Stockholms kommun,2021-06-22,4970000,4495000,Lägenhet,Bostadsrätt,2 ,50 ,True,4 av 4,True,1932,2639,
Kocksgatan 55,Katarina/Sofia,Stockholms kommun,2021-06-22,5800000,4850000,Lägenhet,Bostadsrätt,2 ,50 ,True,3 av 3,False,1939,2119,
Slipgatan 5,Södermalm - Hornstull,Stockholms kommun,2021-06-22,4420000,3495000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 6,True,1939,2153,5928
Lundagatan 44D,Södermalm,Stockholms kommun,2021-06-22,5500000,4550000,Lägenhet,Bostadsrätt,2 ,44 ,True,1 av 5,True,1930,2166,4800
"Hornstulls Strand 13, 5 tr",Södermalm - Högalid,Stockholms kommun,2021-06-22,3500000,3600000,Lägenhet,Bostadsrätt,2 ,41 ,True,5 av 8,True,1938,2335,
Tegelviksgatan 37,Sofia,Stockholms kommun,2021-06-21,5400000,4250000,Lägenhet,Bostadsrätt,2 ,"63,7 ",True,3,True,2000,4386,7635
Zinkens väg 69,Högalid,Stockholms kommun,2021-06-21,5700000,5175000,Lägenhet,Bostadsrätt,2 ,63 ,,2,True,1988,2736,4400
Repslagargatan 16,Södermalm,Stockholms kommun,2021-06-21,5425000,4495000,Lägenhet,Bostadsrätt,2 ,60 ,True,3 av 5,True,1991,4253,5600
"Erstagatan 16, 2 tr",Södermalm - Sofo,Stockholms kommun,2021-06-20,4730000,4730000,Lägenhet,Bostadsrätt,2 ,49 ,False,2 av 5,True,1929,2977,4800
Krukmakargatan 64,Södermalm,Stockholms kommun,2021-06-19,4750000,3950000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1942,2729,7024
Ljustergränd 5,Södermalm,Stockholms kommun,2021-06-19,5200000,4950000,Lägenhet,Bostadsrätt,2 ,64 ,True,4 av 7,True,1993,2650,5220
Katarina västra kyrkogata 4C,Södermalm - Katarina,Stockholms kommun,2021-06-18,6250000,4895000,Lägenhet,Bostadsrätt,2 ,53 ,False,2 av 4,False,1914,3115,5000
"Grindsgatan 31, 4 tr",Katarina/Sofia,Stockholms kommun,2021-06-18,3600000,3350000,Lägenhet,Bostadsrätt,2 ,40 ,False,4,True,1929,2057,
Lorensbergsgatan 5B,Södermalm,Stockholms kommun,2021-06-18,4140000,3550000,Lägenhet,Bostadsrätt,2 ,"39,5 ",False,3 av 6,True,1926,1921,7920
Tegelviksgatan 77,Södermalm,Stockholms kommun,2021-06-17,6000000,4975000,Lägenhet,Bostadsrätt,2 ,57 ,True,2,True,1996,3507,5400
Ringvägen 151A,Södermalm,Stockholms kommun,2021-06-17,3600000,2995000,Lägenhet,Bostadsrätt,2 ,34 ,True,1,True,,1965,6000
Vickergatan 7,Södermalm,Stockholms kommun,2021-06-17,3660000,3350000,Lägenhet,Bostadsrätt,2 ,41 ,False,3 av 3,False,1930,2307,2850
"Metargatan 5, 2tr",Sofia,Stockholms kommun,2021-06-17,3675000,3295000,Lägenhet,Bostadsrätt,2 ,39 ,,2,False,1930,2056,4800
Maria prästgårdsgata 1B,Södermalm - Kvarnberget,Stockholms kommun,2021-06-17,7600000,6595000,Lägenhet,Bostadsrätt,2 ,66 ,True,3 av 4,False,1925,3094,7450
Malmgårdsvägen 18,Södermalm,Stockholms kommun,2021-06-17,5500000,4795000,Lägenhet,Bostadsrätt,2 ,58 ,True,5 av 6,True,1967,2991,8412
"Folkungagatan 84, 4 tr",Södermalm,Stockholms kommun,2021-06-17,6000000,5150000,Lägenhet,Bostadsrätt,2 ,57 ,False,4 av 5,True,1914,2266,
"Zinkens väg 27, 3tr",Södermalm - Högalid,Stockholms kommun,2021-06-17,6345000,5275000,Lägenhet,Bostadsrätt,2 ,63 ,True,,,,2736,4500
"Fatburs Kvarngata 11, 7 tr",Maria,Stockholms kommun,2021-06-16,5050000,4695000,Lägenhet,Bostadsrätt,2 ,66 ,True,7,True,1991,4104,2690
"Tobaksspinnargatan 4, 2tr",Södermalm,Stockholms kommun,2021-06-16,4925000,4595000,Lägenhet,Bostadsrätt,2 ,55 ,False,2,True,1931,2390,5400
"Åsögatan 194, 1 tr",Södermalm - Sofia,Stockholms kommun,2021-06-16,4560000,3975000,Lägenhet,Bostadsrätt,2 ,50 ,False,1 av 5,True,1930,2479,6000
Timotejgatan 8 (Högst upp!),Södermalm,Stockholms kommun,2021-06-16,3350000,2595000,Lägenhet,Bostadsrätt,2 ,"35,5 ",,3 av 3,False,1930,2086,7320
Högbergsgatan 50 6tr,Södermalm,Stockholms kommun,2021-06-16,6380000,5695000,Lägenhet,Bostadsrätt,2 ,"64,3 ",,,,1977,2109,5300
Bjurholmsplan 23,Södermalm,Stockholms kommun,2021-06-16,4300000,3795000,Lägenhet,Bostadsrätt,2 ,45 ,,,,,3238,
Svartensgatan 10,Katarina,Stockholms kommun,2021-06-15,3800000,3395000,Lägenhet,Bostadsrätt,2 ,41 ,,1,True,1929,2793,4470
Bondegatan 1E,Södermalm,Stockholms kommun,2021-06-15,3828000,3828000,Lägenhet,Bostadsrätt,2 ,33 ,False,4 av 4,False,1885,1645,
Ringvägen 153 B (Gårdshus!),Södermalm,Stockholms kommun,2021-06-15,5800000,4695000,Lägenhet,Bostadsrätt,2 ,58 ,,2 av 5,True,1927,2931,4800
Katarina Bangata 17 (Möjlig 3:a!),Södermalm,Stockholms kommun,2021-06-15,9600000,7995000,Lägenhet,Bostadsrätt,2 ,81 ,,3 av 5,True,1903,3060,
"Kocksgatan 41A, Gårdshus",Södermalm Katarina,Stockholms kommun,2021-06-15,5050000,3995000,Lägenhet,Bostadsrätt,2 ,44 ,False,1 av 3,False,1918,2439,12000
"Kocksgatan 60B, 2 tr",Södermalm - Nytorget,Stockholms kommun,2021-06-15,5700000,4295000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 3,False,1904,1993,5400
Bondegatan 46,Södermalm Katarina,Stockholms kommun,2021-06-15,2950000,2495000,Lägenhet,Bostadsrätt,2 ,31 ,True,1 av 5,True,1940,1872,4800
"Nytorgsgatan 15, 1.5tr",Katarina/Sofia,Stockholms kommun,2021-06-14,4200000,3975000,Lägenhet,Bostadsrätt,2 ,40 ,True,1,True,1938,2297,6000
"Fatburstrappan 18, 15 tr",Södermalm,Stockholms kommun,2021-06-14,6700000,6250000,Lägenhet,Bostadsrätt,2 ,67 ,,,,1997,4535,5300
"Ölandsgatan 46, 4 tr",Katarina,Stockholms kommun,2021-06-13,3850000,3495000,Lägenhet,Bostadsrätt,2 ,46 ,,4 av 6,True,1929,3065,3120
Folkskolegatan 20,Södermalm Högalid,Stockholms kommun,2021-06-12,5750000,,Lägenhet,Bostadsrätt,2 ,68 ,False,2,True,1928,4435,
"Lundagatan 46, 2 tr",Södermalm,Stockholms kommun,2021-06-11,3800000,3295000,Lägenhet,Bostadsrätt,2 ,38 ,False,1,False,1937,1960,5100
"Bjurholmsgatan 37, 3tr",Södermalm Katarina,Stockholms kommun,2021-06-11,3700000,3495000,Lägenhet,Bostadsrätt,2 ,39 ,False,3,True,1927,1988,
Sköldgatan 3,Södermalm,Stockholms kommun,2021-06-11,4600000,3795000,Lägenhet,Bostadsrätt,2 ,52 ,True,2 av 6,True,1990,2416,5772
"Bondegatan 16 A, 3 tr",Katarina,Stockholms kommun,2021-06-10,6500000,6500000,Lägenhet,Bostadsrätt,2 ,60 ,True,3,False,1906,2582,4550
"Marmorgatan 5, 3 tr",Södermalm,Stockholms kommun,2021-06-10,3750000,3750000,Lägenhet,Bostadsrätt,2 ,53 ,True,3,False,1950,4188,7200
Slipgatan 5,Hornstull,Stockholms kommun,2021-06-09,3800000,3850000,Lägenhet,Bostadsrätt,2 ,42 ,True,3 av 6,True,1939,2205,4970
"Heleneborgsgatan 15 A, 2tr",Hornstull,Stockholms kommun,2021-06-09,5750000,5750000,Lägenhet,Bostadsrätt,2 ,57 ,True,2,False,1911,3790,
"Maria Bangata 9, 5 tr",Södermalm - Högalid,Stockholms kommun,2021-06-09,5460000,4375000,Lägenhet,Bostadsrätt,2 ,59 ,True,5 av 9,True,1988,3002,4800
"Reimersholmsgatan 11, 2 tr",Södermalm Reimersholme,Stockholms kommun,2021-06-09,6110000,4995000,Lägenhet,Bostadsrätt,2 ,57 ,True,2,True,1982,3807,7200
"Lindvallsplan 4, 3 tr",Södermalm,Stockholms kommun,2021-06-09,3925000,3295000,Lägenhet,Bostadsrätt,2 ,40 ,False,3,True,1937,2322,6888
Högbergsgatan 68A,Södermalm,Stockholms kommun,2021-06-09,4500000,3795000,Lägenhet,Bostadsrätt,2 ,37 ,False,3 av 4,False,1904,1079,4400
"Nytorgsgatan 33, 2tr",Katarina,Stockholms kommun,2021-06-09,4375000,4100000,Lägenhet,Bostadsrätt,2 ,43 ,,2,True,1929,891,4800
Högbergsgatan 72,Södermalm,Stockholms kommun,2021-06-09,4800000,3750000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1906,1858,15618
Ringvägen 155,Södermalm Katarina,Stockholms kommun,2021-06-09,4050000,3295000,Lägenhet,Bostadsrätt,2 ,39 ,False,1,True,1927,1964,5280
"Krukmakargatan 2, 5tr",Mariatorget - Södermalm,Stockholms kommun,2021-06-09,4200000,3695000,Lägenhet,Bostadsrätt,2 ,37 ,,,,1890,1915,5600
Heleneborgsgatan 12B,Södermalm,Stockholms kommun,2021-06-08,5900000,6000000,Lägenhet,Bostadsrätt,2 ,53 ,True,2 av 6,True,1923,2108,3600
"Folkungagatan 74A, 2tr. Gårdshuset",Södermalm - SoFo,Stockholms kommun,2021-06-08,5100000,4450000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 4,False,1913,1968,4500
"Åsögatan 92, 4 tr",Södermalm,Stockholms kommun,2021-06-08,5800000,4750000,Lägenhet,Bostadsrätt,2 ,56 ,True,4 av 6,True,1936,2967,8595
"Råggatan 10, 2tr",Södermalm-Eriksdal,Stockholms kommun,2021-06-08,3400000,2695000,Lägenhet,Bostadsrätt,2 ,36 ,False,2 av 3,False,1937,2062,4800
Fredmansgatan 7,Södermalm,Stockholms kommun,2021-06-08,6000000,4995000,Lägenhet,Bostadsrätt,2 ,"54,4 ",,2 av 4,False,1859,2870,6000
"Hökens gata 8B, Över gård",Södermalm,Stockholms kommun,2021-06-08,6400000,4995000,Lägenhet,Bostadsrätt,2 ,57 ,False,1,False,1904,2933,4500
"Folkungagatan 108, 2 tr mot gård",Södermalm - SoFo,Stockholms kommun,2021-06-08,4000000,3450000,Lägenhet,Bostadsrätt,2 ,38 ,True,2 av 6,True,1947,1215,4488
"Ringvägen 153B, gårdshus",Södermalm,Stockholms kommun,2021-06-07,3600000,3295000,Lägenhet,Bostadsrätt,2 ,43 ,False,,,1927,2263,4000
"Samaritgränd 3, 3 tr",Maria,Stockholms kommun,2021-06-06,4300000,3695000,Lägenhet,Bostadsrätt,2 ,42 ,,3 av 4,True,1929,2534,5544
Siargatan 11,Södermalm,Stockholms kommun,2021-06-05,5600000,4950000,Lägenhet,Bostadsrätt,2 ,62 ,True,2 av 6,True,1964,3252,5500
Ringvägen 70,Södermalm Katarina,Stockholms kommun,2021-06-04,4900000,4650000,Lägenhet,Bostadsrätt,2 ,"58,5 ",True,3 av 8,True,2002,3900,
Götgatan 92 B,Katarina,Stockholms kommun,2021-06-03,3900000,,Lägenhet,Bostadsrätt,2 ,43 ,,4 av 6,True,1930 - 1932,1579,
Heleneborgsgatan 7A,Hornstull,Stockholms kommun,2021-06-03,10500000,8495000,Lägenhet,Andel i bostadsförening,2 ,80 ,True,,,1917,3707,7566
Blecktornsstigen 16,Katarina/Sofia,Stockholms kommun,2021-06-03,4000000,3975000,Lägenhet,Bostadsrätt,2 ,40 ,False,,,1925,2403,
Åsögatan 168,Sofia / Södermalm,Stockholms kommun,2021-06-03,5670000,4750000,Lägenhet,Bostadsrätt,2 ,54 ,,1 av 6,True,1883,2997,
Eriksdalsgatan 34,Södermlam,Stockholms kommun,2021-06-03,3820000,2995000,Lägenhet,Bostadsrätt,2 ,"43,5 ",True,,,,2435,
Ölandsgatan 44,Södermalm,Stockholms kommun,2021-06-03,3500000,2995000,Lägenhet,Bostadsrätt,2 ,39 ,,,,1928,2204,4000
"Högalidsgatan 40D, 3 tr",Södermalm Hornstull,Stockholms kommun,2021-06-02,4350000,3495000,Lägenhet,Bostadsrätt,2 ,35 ,True,3 av 4,True,1913,1661,5800
Färgargårdstorget 26,Katarina/Sofia,Stockholms kommun,2021-06-02,6100000,5495000,Lägenhet,Bostadsrätt,2 ,75 ,False,,,1981,3120,
"Brännkyrkagatan 79, 2 tr",Södermalm - Högalid,Stockholms kommun,2021-06-02,6000000,5190000,Lägenhet,Bostadsrätt,2 ,61 ,True,2 av 5,True,1928,1177,
Södermannagatan 8,Södermalm Katarina,Stockholms kommun,2021-06-02,6803000,4950000,Lägenhet,Bostadsrätt,2 ,45 ,True,4 av 4,False,1914,1789,
Högbergsgatan 62D,Maria,Stockholms kommun,2021-06-02,6900000,5495000,Lägenhet,Bostadsrätt,2 ,55 ,True,,,1917,2485,
Gruvbacken 2,Sofia,Stockholms kommun,2021-06-01,4350000,3795000,Lägenhet,Bostadsrätt,2 ,48 ,,2 av 5,True,1925,1983,9636
Åsögatan 184,Södermalm Sofia,Stockholms kommun,2021-06-01,3825000,2995000,Lägenhet,Bostadsrätt,2 ,35 ,True,2 av 4,True,1912,2132,
Hallandsgatan 46A,Södermalm Katarina,Stockholms kommun,2021-06-01,4550000,3750000,Lägenhet,Bostadsrätt,2 ,43 ,False,1,False,1927,2406,3792
Lundagatan 48,Södermalm,Stockholms kommun,2021-06-01,3670000,2995000,Lägenhet,Bostadsrätt,2 ,33 ,True,3 av 3,False,1932,1792,5700
"Högbergsgatan 75 A, 4 tr",Södermalm - Mariatorget,Stockholms kommun,2021-06-01,5925000,4750000,Lägenhet,Bostadsrätt,2 ,56 ,True,4 av 6,True,1986,2019,3600
Brännkyrkagatan 119,Södermalm,Stockholms kommun,2021-06-01,4700000,3995000,Lägenhet,Bostadsrätt,2 ,45 ,True,5 av 5,True,1945,3375,8400
Anders Reimers väg 11,Södermalm Reimersholme,Stockholms kommun,2021-06-01,4350000,3295000,Lägenhet,Bostadsrätt,2 ,46 ,False,,,1943,2848,6852
Blekingegatan 29 - högst upp,Södermalm,Stockholms kommun,2021-06-01,4150000,3250000,Lägenhet,Bostadsrätt,2 ,"38,5 ",False,3 av 3,False,1927,2468,3800
"Erstagatan 18, 2tr",Södermalm - SoFo,Stockholms kommun,2021-06-01,4800000,4000000,Lägenhet,Bostadsrätt,2 ,46 ,True,2 av 5,True,1929,2302,6300
"Krukmakargatan 62, 2.5 tr",Södermalm Högalid,Stockholms kommun,2021-06-01,3700000,3195999,Lägenhet,Bostadsrätt,2 ,39 ,False,2,False,1942,2414,6480
Drakenbergsgatan 8,Södermalm,Stockholms kommun,2021-05-31,3500000,3295000,Lägenhet,Bostadsrätt,2 ,48 ,True,,,1967,1995,4968
Katarina Bangata 17,Södermalm,Stockholms kommun,2021-05-31,6275000,5350000,Lägenhet,Bostadsrätt,2 ,52 ,True,,,1903,2088,9600
"Hästholmsvägen 17, bv",Södermalm - Danviksklippan,Stockholms kommun,2021-05-29,2900000,3000000,Lägenhet,Bostadsrätt,2 ,46 ,False,,,1945,2819,3000
"Södermannagatan 52, 4 tr",Sofia,Stockholms kommun,2021-05-28,4750000,3850000,Lägenhet,Bostadsrätt,2 ,47 ,,4,True,1912,1960,5106
Ringvägen 139B,Katarina/Sofia,Stockholms kommun,2021-05-28,6250000,4995000,Lägenhet,Bostadsrätt,2 ,58 ,True,1,True,1926,2686,
Ringvägen 87A 3tr,Södermalm Katarina,Stockholms kommun,2021-05-28,4400000,3750000,Lägenhet,Bostadsrätt,2 ,47 ,False,3,True,1934,2182,
Allhelgonagatan 7,Södermalm / Katarina/Sofia,Stockholms kommun,2021-05-28,5600000,4850000,Lägenhet,Bostadsrätt,2 ,60 ,False,,,1936,2428,
"Bondegatan 16B, 2tr",Södermalm,Stockholms kommun,2021-05-28,6140000,5395000,Lägenhet,Bostadsrätt,2 ,58 ,True,2,False,1906,2424,9000
"Västgötagatan 13, 2 tr",Maria,Stockholms kommun,2021-05-27,4800000,4250000,Lägenhet,Bostadsrätt,2 ,47 ,True,2 av 8,True,2010,2073,4500
"Slipgatan 14, 5tr",Södermalm - Hornstull,Stockholms kommun,2021-05-27,3700000,3095000,Lägenhet,Bostadsrätt,2 ,35 ,True,5 av 6,True,1939,2440,
Lundagatan 40B,Södermalm - Högalid,Stockholms kommun,2021-05-27,3325000,2950000,Lägenhet,Bostadsrätt,2 ,36 ,False,3 av 5,True,1930,1868,11201
"Högbergsbacken 1, 2 tr",Maria/Gamla Stan/Högalid,Stockholms kommun,2021-05-27,4650000,4195000,Lägenhet,Bostadsrätt,2 ,51 ,False,2,True,1945,2795,
"Bergsundsgatan 4, 1tr",Södermalm,Stockholms kommun,2021-05-27,4780000,3950000,Lägenhet,Bostadsrätt,2 ,48 ,True,1,True,1942,1694,4800
"Bondegatan 72B, vind",Södermalm,Stockholms kommun,2021-05-27,4800000,3995000,Lägenhet,Bostadsrätt,2 ,39 ,False,6 av 6,True,1924,2043,
Folkskolegatan 3,Högalid,Stockholms kommun,2021-05-26,3830000,3350000,Lägenhet,Bostadsrätt,2 ,39 ,,1,True,1931,2309,4708
Mariatorget 4,Södermalm,Stockholms kommun,2021-05-26,6600000,5900000,Lägenhet,Andel i bostadsförening,2 ,59 ,,1 av 4,False,1896,2512,6000
"Ringvägen 138, 5tr",Södermalm,Stockholms kommun,2021-05-26,3650000,3195000,Lägenhet,Bostadsrätt,2 ,43 ,True,5 av 6,True,1974,2576,2400
Götgatan 73B,Katarina / Södermalm,Stockholms kommun,2021-05-26,6525000,5475000,Lägenhet,Bostadsrätt,2 ,60 ,True,3,True,1889,2647,5136
Södermannagatan 45,Södermalm Sofia,Stockholms kommun,2021-05-26,7325000,5450000,Lägenhet,Bostadsrätt,2 ,68 ,False,3,True,1909,3496,
Nytorgsgatan 33,Södermalm,SOFO,2021-05-26,8250000,7895000,Lägenhet,Bostadsrätt,2 ,82 ,True,,,1929,1377,11900
"Katarina Bangata 59 A, vind",Södermalm,Stockholms kommun,2021-05-26,5450000,5150000,Lägenhet,Bostadsrätt,2 ,45 ,True,,,,2220,4200
Wollmar Yxkullsgatan 3A 1 tr ö.g.,Maria,Stockholms kommun,2021-05-25,5100000,4895000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 4,False,1926,3471,
"Rosenlundsgatan 18, 2 tr",Södermalm,Stockholms kommun,2021-05-25,5100000,4150000,Lägenhet,Bostadsrätt,2 ,45 ,True,2 av 5,True,1932,2479,2136
Borgmästargatan 9,Södermalm,Stockholms kommun,2021-05-25,4425000,3750000,Lägenhet,Bostadsrätt,2 ,46 ,False,1,True,1929,2504,5400
"Renstiernas gata 28, 2 tr",Södermalm - Nytorget,Stockholms kommun,2021-05-25,5850000,4975000,Lägenhet,Bostadsrätt,2 ,52 ,True,2 av 5,True,1884,1876,5265
"Sankt Paulsgatan 28 B, 1 tr",Södermalm - Mariatorget,Stockholms kommun,2021-05-24,6520000,5500000,Lägenhet,Bostadsrätt,2 ,58 ,False,1 av 3,False,1881,3330,5500
"Folkungagatan 65, 2 tr",Katarina/Sofia,Stockholms kommun,2021-05-24,4850000,3995000,Lägenhet,Bostadsrätt,2 ,"53,5 ",True,2 av 5,True,1929,2815,
"Torkel knutssonsgatan 35, 7 tr",Maria/Gamla Stan/Högalid,Stockholms kommun,2021-05-23,8500000,6250000,Lägenhet,Bostadsrätt,2 ,63 ,True,7 av 7,True,1968,2575,
"Tideliusgränd 9, 1tr",Södermalm,Stockholms kommun,2021-05-22,4400000,3950000,Lägenhet,Bostadsrätt,2 ,48 ,,,,2018,3135,4200
Timotejgatan 5,Katarina,Stockholms kommun,2021-05-21,3950000,3650000,Lägenhet,Bostadsrätt,2 ,45 ,True,3 av 3,False,1932,2594,4600
"Nackagatan 21, högst upp!",Sofia,Stockholms kommun,2021-05-21,6500000,5700000,Lägenhet,Bostadsrätt,2 ,68 ,True,5 av 5,True,1999,4416,5300
Slipgatan 11,Södermalm Hornstull,Stockholms kommun,2021-05-21,3825000,3395000,Lägenhet,Bostadsrätt,2 ,42 ,True,2,True,1939,2913,4680
Tavastgatan 22,Södermalm,Stockholms kommun,2021-05-21,4175000,3495000,Lägenhet,Bostadsrätt,2 ,"38,5 ",False,1 av 4,True,1932,1722,5000
"Malmgårdsvägen 12, 3tr",Södermalm,Stockholms kommun,2021-05-21,4500000,3750000,Lägenhet,Bostadsrätt,2 ,42 ,True,,,1930,2549,4800
Renstiernas gata 30,Sofia,Stockholms kommun,2021-05-20,4450000,4150000,Lägenhet,Bostadsrätt,2 ,52 ,True,3,True,1930,2480,409
"Hallandsgatan 32, 3tr",Katarina,Stockholms kommun,2021-05-20,5600000,4495000,Lägenhet,Bostadsrätt,2 ,50 ,True,3,True,1927,2908,8836
Mariatorget 7,Södermalm - Mariatorget,Stockholms kommun,2021-05-20,5700000,5100000,Lägenhet,Bostadsrätt,2 ,47 ,True,3 av 5,True,1881,1023,
"Reimersholmsgatan 4, 1 tr",Södermalm - Reimersholme,Stockholms kommun,2021-05-20,3470000,2995000,Lägenhet,Bostadsrätt,2 ,35 ,,,,,2432,7500
"Heleneborgsgatan 26, 5 tr",Södermalm - Högalid,Stockholms kommun,2021-05-19,5300000,5250000,Lägenhet,Bostadsrätt,2 ,59 ,False,5 av 6,True,1924,2440,7500
"Älvsborgsgatan 3, 1½ tr",Katarina,Stockholms kommun,2021-05-19,4150000,3750000,Lägenhet,Bostadsrätt,2 ,50 ,,,,1931 - 1934,2646,6750
Bergsundsgatan 12,Hornstull,Stockholms kommun,2021-05-19,3635000,2995000,Lägenhet,Bostadsrätt,2 ,"30,3 ",True,7 av 9,True,1938,1830,4485
"Tjustgatan 2, 6tr (högst upp)",Katarina,Stockholms kommun,2021-05-19,3400000,3495000,Lägenhet,Bostadsrätt,2 ,39 ,True,6,True,1937,3401,4200
Klippgatan 14G,Södermalm - Sofia,Stockholms kommun,2021-05-19,4400000,3395000,Lägenhet,Bostadsrätt,2 ,46 ,False,2 av 5,False,1929,2388,5088
Högalidsgatan 33,Södermalm - Högalid,Stockholms kommun,2021-05-19,3550000,3000000,Lägenhet,Bostadsrätt,2 ,33 ,True,1 av 3,True,1929,2480,6153
Klippgatan 14C,Södermalm - SoFo,Stockholms kommun,2021-05-19,3800000,3450000,Lägenhet,Bostadsrätt,2 ,39 ,False,0,False,,2069,5500
Bondegatan 7,Södermalm Katarina,Stockholms kommun,2021-05-19,5100000,3995000,Lägenhet,Bostadsrätt,2 ,46 ,False,5 av 5,True,1932,2320,
"Renstiernas Gata 30, 2tr",Katarina/Sofia,Stockholms kommun,2021-05-19,4300000,3895000,Lägenhet,Bostadsrätt,2 ,52 ,True,2,True,1930,2480,
"Fatburs Brunnsgata 24, 5 tr",Södermalm - Maria Magdalena,Stockholms kommun,2021-05-19,6325000,4875000,Lägenhet,Bostadsrätt,2 ,61 ,True,5 av 7,True,1991,3222,4200
Åsögatan 196,Södermalm,Stockholms kommun,2021-05-18,3950000,2995000,Lägenhet,Bostadsrätt,2 ,41 ,False,0,True,1931,2394,4860
Kocksgatan 55,Södermalm Sofia,Stockholms kommun,2021-05-18,3975000,3195000,Lägenhet,Bostadsrätt,2 ,36 ,False,2,False,1939,1652,
Folkskolegatan 22B,Hornstull,Stockholms kommun,2021-05-18,4600000,4475000,Lägenhet,Bostadsrätt,2 ,53 ,False,-3 av 6,True,1930,2957,
"Ringvägen 112, 2 tr",Södermalm,Stockholms kommun,2021-05-18,7000000,6695000,Lägenhet,Bostadsrätt,2 ,84 ,,2 av 6,True,1923,3251,
"Erstagatan 22, 4 tr",Södermalm,Stockholms kommun,2021-05-18,4200000,3350000,Lägenhet,Bostadsrätt,2 ,"39,4 ",True,,,,2417,4200
Wollmar yxkullsgatan 50B,Södermalm Högalid,Stockholms kommun,2021-05-17,5300000,4495000,Lägenhet,Bostadsrätt,2 ,53 ,True,2,True,1935,2919,
"Folkskolegatan 22A, 3tr",Södermalm,Stockholms kommun,2021-05-17,4120000,3950000,Lägenhet,Bostadsrätt,2 ,52 ,,,,1930,2904,5000
Ölandsgatan 47,Södermalm,Stockholms kommun,2021-05-15,5050000,4245000,Lägenhet,Bostadsrätt,2 ,60 ,False,,,1927,3089,
Vickergatan 3,Södermalm - Katarina,Stockholms kommun,2021-05-15,3400000,2975000,Lägenhet,Bostadsrätt,2 ,"35,5 ",False,,,1934,2038,3400
Ploggatan 14,Södermalm,Stockholms kommun,2021-05-14,3600000,3295000,Lägenhet,Bostadsrätt,2 ,37 ,True,0,False,1910,1899,3900
"Katarina bangata 61, 1,5 tr",Katarina/Sofia,Stockholms kommun,2021-05-14,3775000,3395000,Lägenhet,Bostadsrätt,2 ,40 ,True,2,True,1933,2372,
Lundagatan 46,Södermalm - Skinnarviksberget,Stockholms kommun,2021-05-14,4350000,3750000,Lägenhet,Bostadsrätt,2 ,39 ,True,3 av 4,False,1932,1960,4500
"Ringvägen 155, 4tr",Södermalm Sofia,Stockholms kommun,2021-05-13,3735000,3450000,Lägenhet,Bostadsrätt,2 ,43 ,False,4 av 5,True,1927,2188,
"Timmermansgatan 17B, 5 tr",Södermalm-Maria,Stockholms kommun,2021-05-13,5750000,4850000,Lägenhet,Bostadsrätt,2 ,60 ,True,5 av 6,True,1975,2198,5040
"Marmorgatan 5, 3 tr",Södermalm,Stockholms kommun,2021-05-13,3875000,3495000,Lägenhet,Bostadsrätt,2 ,53 ,True,3,False,1952,4188,4992
Bondegatan 16A,Södermalm - SoFo,Stockholms kommun,2021-05-13,3630000,2995000,Lägenhet,Bostadsrätt,2 ,35 ,False,1 av 4,False,1906,1455,4500
"Bengt Ekehjelmsgatan 13, 5 tr - vindsvåning",Södermalm,Stockholms kommun,2021-05-13,5830000,5445000,Lägenhet,Bostadsrätt,2 ,"54,5 ",False,5 av 5,True,1906,3023,
Östgötagatan 32,Katarina/Sofia,Stockholms kommun,2021-05-13,5100000,4495000,Lägenhet,Bostadsrätt,2 ,47 ,False,2,True,1930,1665,
"Lundagatan 36 E, 3tr",Högalid,Stockholms kommun,2021-05-12,3850000,3495000,Lägenhet,Bostadsrätt,2 ,39 ,,3,True,1930,1997,6800
