Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad,Driftskostnad 
Katarina Bangata 50,Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-25,7100000,5250000,Lägenhet,Bostadsrätt,2 ,"59,5 ",False,2,True,1905,3112,
"Gotlandsgatan 64, 1 tr",Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-25,5100000,4195000,Lägenhet,Bostadsrätt,2 ,47 ,False,1,True,1929,2547,
Möregatan 10,Södermalm Katarina,Stockholms kommun,2022-01-25,5000000,3995000,Lägenhet,Bostadsrätt,2 ,46 ,True,1 av 5,True,1936,2598,6000
Kocksgatan 51,Södermalm - Nytorget,Stockholms kommun,2022-01-25,3650000,2950000,Lägenhet,Bostadsrätt,2 ,35 ,False,0,True,1939,2597,5290
"Krukmakargatan 26, 5tr",Södermalm Högalid,Stockholms kommun,2022-01-25,5370000,4350000,Lägenhet,Bostadsrätt,2 ,53 ,False,5 av 6,True,1964,2821,
Ringvägen 84,Södermalm,Stockholms kommun,2022-01-25,3200000,2995000,Lägenhet,Bostadsrätt,2 ,32 ,,0,False,,1570,5088
Erstagatan 26,Södermalm,Stockholms kommun,2022-01-25,5500000,4450000,Lägenhet,Bostadsrätt,2 ,47 ,,3 av 5,False,1912,2312,9100
Borgargatan 2,Södermalm Högalid,Stockholms kommun,2022-01-24,6520000,5350000,Lägenhet,Bostadsrätt,2 ,60 ,False,,,1910,2661,17244
"Kapellgränd 4, 1/2 tr",Södermalm,Stockholms kommun,2022-01-24,5900000,4750000,Lägenhet,Bostadsrätt,2 ,47 ,False,1 av 3,True,1898,2327,
"Krukmakargatan 24, 3 tr",Södermalm,Stockholms kommun,2022-01-24,4300000,3495000,Lägenhet,Bostadsrätt,2 ,40 ,True,3,True,1964,2129,5400
Tavastgatan 15,Södermalm - Mariaberget,Stockholms kommun,2022-01-22,4600000,4395000,Lägenhet,Bostadsrätt,2 ,42 ,,1,True,1942,2779,4600
"Katarina bangata 59C, 3tr",Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-21,4500000,3995000,Lägenhet,Bostadsrätt,2 ,"45,3 ",True,3,True,1933,2708,
"Götgatan 96A, ÖG",Södermalm,Stockholms kommun,2022-01-21,4285000,3495000,Lägenhet,Bostadsrätt,2 ,36 ,True,2 av 5,True,1934,1026,4777
"Doktor Abelins gata 4, 4 tr",Södermalm - Högalid,Stockholms kommun,2022-01-20,5350000,3850000,Lägenhet,Bostadsrätt,2 ,41 ,True,4 av 5,True,1928,2277,6000
"Lundagatan 36A, 2 tr",Södermalm,Stockholms kommun,2022-01-20,3500000,3150000,Lägenhet,Bostadsrätt,2 ,38 ,False,2,True,1930,1954,4200
"Bergsunds Strand 42, 4tr",Södermalm Högalid,Stockholms kommun,2022-01-20,4200000,3350000,Lägenhet,Bostadsrätt,2 ,38 ,True,4 av 5,True,1965,1245,
Malmgårdsvägen 6,Södermalm-Nytorget,Stockholms kommun,2022-01-20,8400000,6795000,Lägenhet,Bostadsrätt,2 ,70 ,,1 av 6,True,1905,3068,
"Tjärhovsgatan 10, 2 tr",Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-20,5700000,4950000,Lägenhet,Bostadsrätt,2 ,57 ,True,2,True,1930,2281,7728
"Ringvägen 153B, i gårdshuset",Katarina,Stockholms kommun,2022-01-19,4600000,3795000,Lägenhet,Bostadsrätt,2 ,46 ,,2,True,1931,2421,5880
"Bondegatan 5A, 2,5 tr",Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-19,5450000,4475000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1909,3187,
"Anders Reimers väg 11, 4tr",Södermalm,Stockholms kommun,2022-01-19,5600000,4895000,Lägenhet,Bostadsrätt,2 ,54 ,False,4,True,1943,3425,7644
Skaraborgsgatan 6a,Södermalm,Stockholms kommun,2022-01-19,5710000,4500000,Lägenhet,Bostadsrätt,2 ,49 ,,,,1812,3324,5784
Ringvägen 158,Södermalm Sofia,Stockholms kommun,2022-01-19,5510000,4650000,Lägenhet,Bostadsrätt,2 ,59 ,True,2 av 5,True,1930,2908,4800
"Åsögatan 184, 2tr",Södermalm Sofia,Stockholms kommun,2022-01-19,7350000,5450000,Lägenhet,Bostadsrätt,2 ,62 ,True,2 av 4,True,1912,3359,
"Högalidsgatan 34B, 4 tr",Hornstull,Stockholms kommun,2022-01-18,4700000,3795000,Lägenhet,Bostadsrätt,2 ,"40,1 ",False,4 av 5,True,1913,1559,11146
Kocksgatan 51,Sofia,Stockholms kommun,2022-01-18,3520000,2895000,Lägenhet,Bostadsrätt,2 ,35 ,,0,True,1939,2597,
"Åsögatan 96, 4tr",Södermalm Katarina,Stockholms kommun,2022-01-18,6000000,4495000,Lägenhet,Bostadsrätt,2 ,49 ,True,4 av 6,True,1936,2434,
Samaritgränd 3,SÖDERMALM,Stockholms kommun,2022-01-18,5650000,3950000,Lägenhet,Bostadsrätt,2 ,44 ,True,4 av 4,True,1928,2409,11450
"Folkungagatan 93, 3tr",Södermalm - Katarina/Sofia,Stockholms kommun,2022-01-18,5970000,4750000,Lägenhet,Bostadsrätt,2 ,55 ,False,3,True,,1402,
"Grindsgatan 29, 2 tr",Södermalm,Stockholms kommun,2022-01-18,4400000,3250000,Lägenhet,Bostadsrätt,2 ,39 ,,2,True,,1938,5400
Kattgränd 1,Södermalm,Stockholms kommun,2022-01-18,7100000,5695000,Lägenhet,Bostadsrätt,2 ,62 ,True,3 av 4,True,1945,2657,4800
Bondegatan 1C,Södermalm,Stockholms kommun,2022-01-17,5700000,4595000,Lägenhet,Bostadsrätt,2 ,54 ,False,,,1890,2116,8600
"Ölandsgatan 44, 4 tr",Södermalm,Stockholms kommun,2022-01-17,4100000,3795000,Lägenhet,Bostadsrätt,2 ,43 ,False,4,True,1928,2231,3600
Mariagränd 2,Södermalm,Stockholms kommun,2022-01-15,4100000,3695000,Lägenhet,Bostadsrätt,2 ,32 ,False,,,1726,1293,
Flintbacken 4,SÖDERMALM,Stockholms kommun,2022-01-15,3400000,2995000,Lägenhet,Bostadsrätt,2 ,36 ,False,2 av 12,True,1962,1657,5700
Svartensgatan 8B,Södermalm - Mosebacke,Stockholms kommun,2022-01-14,5450000,4500000,Lägenhet,Bostadsrätt,2 ,49 ,False,,,1890,1571,6470
"Repslagargatan 23, 3 tr",Södermalm Maria,Stockholms kommun,2022-01-13,5150000,3850000,Lägenhet,Bostadsrätt,2 ,44 ,True,,,1983,1849,
"Rosenlundsgatan 14, 6 tr",Södermalm Högalid,Stockholms kommun,2022-01-13,4800000,4200000,Lägenhet,Bostadsrätt,2 ,54 ,False,6 av 6,True,1964,2874,
"Bergsunds Strand 5, 6 tr",Södermalm,Stockholms kommun,2022-01-13,3900000,3295000,Lägenhet,Bostadsrätt,2 ,37 ,True,6,True,1941,2472,
Långholmsgatan 7,Hornstull,Stockholms kommun,2022-01-12,3910000,3250000,Lägenhet,Bostadsrätt,2 ,33 ,,2,True,1913,1386,3852
Doktor Abelins Gata 6,Maria,Stockholms kommun,2022-01-11,4375000,,Lägenhet,Bostadsrätt,2 ,39 ,,3,True,1928,1890,4533
"Åsögatan 196, 2.5 tr",Södermalm - Sofia,Stockholms kommun,2022-01-11,4350000,3450000,Lägenhet,Bostadsrätt,2 ,34 ,True,2,True,1931,2167,7156
Åsögatan 187,Södermalm - Sofia,Stockholms kommun,2022-01-11,4800000,3595000,Lägenhet,Bostadsrätt,2 ,40 ,False,3 av 4,False,1909,2025,
Högalidsgatan 42 D,Södermalm Högalid,Stockholms kommun,2022-01-11,4575000,3495000,Lägenhet,Bostadsrätt,2 ,35 ,True,1 av 3,True,1912,1763,
"Katarina Bangata 56, 2 TR",Södermalm - SoFo,Stockholms kommun,2022-01-10,6200000,4695000,Lägenhet,Bostadsrätt,2 ,54 ,False,2 av 5,True,1905,2825,4000
Anders Reimers Väg 13,Reimersholme,Stockholms kommun,2022-01-07,4825000,,Lägenhet,Bostadsrätt,2 ,48 ,True,2 av 4,True,1943,3218,8990
Allhelgonagatan 7 - Två sovrum,Södermalm / Helgalund,Stockholms kommun,2022-01-07,6075000,5650000,Lägenhet,Bostadsrätt,2 ,65 ,,,,1936,2548,
"Krukmakargatan 2, 5tr",Mariatorget - Södermalm,Stockholms kommun,2022-01-07,4650000,3795000,Lägenhet,Bostadsrätt,2 ,37 ,,5 av 5,True,1890,1915,5600
Åsögatan 194,Södermalm - Sofia,Stockholms kommun,2022-01-06,4900000,4150000,Lägenhet,Bostadsrätt,2 ,49 ,,3 av 6,True,1930,2394,4800
Åsögatan 120,Södermalm Katarina,Stockholms kommun,2022-01-04,3500000,2750000,Lägenhet,Bostadsrätt,2 ,28 ,False,2,True,1963,846,5700
Timotejgatan 4,Södermalm,Stockholms kommun,2021-12-24,4075000,3795000,Lägenhet,Bostadsrätt,2 ,43 ,True,0,False,1938,2495,4800
Östgötagatan 25,Södermalm - Mosebacke,Stockholms kommun,2021-12-18,8000000,,Lägenhet,Bostadsrätt,2 ,60 ,,3 av 5,True,2020,1313,
Bondegatan 16 B,Katarina,Stockholms kommun,2021-12-17,6350000,5950000,Lägenhet,Bostadsrätt,2 ,55 ,True,1,False,1906,2309,6153
Åsögatan 175,Södermalm,Stockholms kommun,2021-12-17,5000000,3995000,Lägenhet,Bostadsrätt,2 ,45 ,False,3 av 5,True,1929,2758,5000
"Tjustgatan 3, 5 tr",Södermalm - Medborgarplatsen,Stockholms kommun,2021-12-16,6000000,5475000,Lägenhet,Bostadsrätt,2 ,61 ,True,5 av 6,True,1936,3601,4200
"Bondegatan 1B, Lgh 501",Södermalm,Stockholms kommun,2021-12-16,4725000,4725000,Lägenhet,Bostadsrätt,2 ,35 ,True,5 av 5,False,1885,1744,
"Blekingegatan 16, 5 tr",Maria,Stockholms kommun,2021-12-16,6050000,5250000,Lägenhet,Bostadsrätt,2 ,58 ,,5 av 6,True,,2762,
"Tavastgatan 15, 3 tr",Maria,Stockholms kommun,2021-12-15,3750000,,Lägenhet,Bostadsrätt,2 ,30 ,True,3 av 4,True,1942,2106,4563
"Slipgatan 11, 4tr",Södermalm,Stockholms kommun,2021-12-15,4300000,3650000,Lägenhet,Bostadsrätt,2 ,42 ,True,4,True,1939,2913,9024
"Timmermansgatan 37, 2 tr",Södermalm,Stockholms kommun,2021-12-14,3950000,2995000,Lägenhet,Bostadsrätt,2 ,32 ,False,2 av 6,True,1935,1854,4800
"Nytorgsgatan 15A, 2 tr",Katarina,Stockholms kommun,2021-12-11,4620000,3695000,Lägenhet,Bostadsrätt,2 ,38 ,True,2,True,1938,2153,1272
"Högbergsbacken 1, 4 tr",Maria/Gamla Stan/Högalid,Stockholms kommun,2021-12-11,5150000,4500000,Lägenhet,Bostadsrätt,2 ,50 ,False,4 av 4,True,1945,2786,
"Heleneborgsgatan 3, 4 tr",Hornstull,Stockholms kommun,2021-12-10,6700000,,Lägenhet,Bostadsrätt,2 ,57 ,True,4,True,1912,2663,4780
Lundagatan 39,Södermalm,Stockholms kommun,2021-12-10,6700000,5495000,Lägenhet,Bostadsrätt,2 ,59 ,False,5 av 5,True,1903,4116,5300
Renstiernas gata 30,Södermalm,Stockholms kommun,2021-12-09,4200000,3650000,Lägenhet,Bostadsrätt,2 ,42 ,False,1,True,1930,2142,4320
Bergsundsgatan 14,Södermalm,Stockholms kommun,2021-12-09,3650000,3495000,Lägenhet,Bostadsrätt,2 ,44 ,False,0,True,,3414,6216
"Folkskolegatan 22 C, 5tr",Hornstull,Stockholms kommun,2021-12-08,7025000,5295000,Lägenhet,Bostadsrätt,2 ,60 ,True,5 av 5,True,1930,3351,4200
Hallandsgatan 50 A,Södermalm,Stockholms kommun,2021-12-08,5750000,4750000,Lägenhet,Bostadsrätt,2 ,55 ,False,2 av 5,True,1927,3408,10199
"Timmermansgränd 4, 2tr",Södermalm,Stockholms kommun,2021-12-08,5500000,4595000,Lägenhet,Bostadsrätt,2 ,66 ,True,3 av 6,True,1988,3055,6800
Hornsgatan 150B,Södermalm,Stockholms kommun,2021-12-07,4350000,3995000,Lägenhet,Bostadsrätt,2 ,"60,5 ",False,4,True,1965,2672,
Östgötagatan 89,Södermalm Sofia,Stockholms kommun,2021-12-07,3710000,2995000,Lägenhet,Bostadsrätt,2 ,37 ,False,0,True,1930,1711,
Bellmansgatan 19 A,Mariatorget / Södermalm,Stockholms kommun,2021-12-07,6100000,5495000,Lägenhet,Bostadsrätt,2 ,56 ,,1 av 3,False,1896,2208,
"Hornsgatan 63, 3,5 tr",Södermalm,Stockholms kommun,2021-12-06,6100000,5895000,Lägenhet,Bostadsrätt,2 ,48 ,True,3,True,,1464,6100
"Folkungagatan 91, 6tr.",Södermalm,Stockholms kommun,2021-12-04,7600000,7600000,Lägenhet,Bostadsrätt,2 ,59 ,True,6 av 6,True,1903,2783,3800
"Vindragarvägen 2, 5 tr",Reimersholme,Stockholms kommun,2021-12-03,3975000,3650000,Lägenhet,Bostadsrätt,2 ,45 ,,5 av 7,True,1945,2620,5318
Högbergsgatan 74,Maria,Stockholms kommun,2021-12-03,5695000,4695000,Lägenhet,Bostadsrätt,2 ,"52,5 ",,2 av 4,True,1904 - 1906,2679,7512
Heleneborgsgatan 3,Hornstull,Stockholms kommun,2021-12-03,6100000,6100000,Lägenhet,Bostadsrätt,2 ,56 ,,1,True,1912,2525,5500
"Rosenlundsgatan 18, 2 tr",Södermalm - Mariatorget,Stockholms kommun,2021-12-03,5320000,4195000,Lägenhet,Bostadsrätt,2 ,45 ,False,2 av 6,True,1929,2479,4824
"Liljeholmsbron 8, 3 tr",Södermalm,Stockholms kommun,2021-12-03,4115000,3595000,Lägenhet,Bostadsrätt,2 ,40 ,False,3,True,1938,2098,6396
Blekingegatan 31A,Södermalm Katarina,Stockholms kommun,2021-12-03,4500000,3395000,Lägenhet,Bostadsrätt,2 ,39 ,False,1,False,1927,2155,
Hästholmsvägen 10,Sofia,Stockholms kommun,2021-12-02,3994000,3650000,Lägenhet,Bostadsrätt,2 ,53 ,True,1,True,1944,2526,4550
Gotlandsgatan 60,Södermalm,Stockholms kommun,2021-12-02,4800000,3950000,Lägenhet,Bostadsrätt,2 ,41 ,True,5 av 5,True,1935,2183,2754
Södermannagatan 56,Södermalm,Stockholms kommun,2021-12-02,6500000,5795000,Lägenhet,Bostadsrätt,2 ,51 ,True,1 av 2,False,1915,2779,4250
Tavastgatan 29D,Södermalm,Stockholms kommun,2021-12-02,4800000,3895000,Lägenhet,Bostadsrätt,2 ,41 ,False,3 av 3,False,1862,2415,4200
"Rutger Fuchsgatan 4, 5 tr",Södermalm,Stockholms kommun,2021-12-01,4900000,4295000,Lägenhet,Bostadsrätt,2 ,49 ,False,5,True,1928,2143,7764
Tideliusgatan 57,Södermalm,Stockholms kommun,2021-12-01,5400000,4850000,Lägenhet,Bostadsrätt,2 ,63 ,True,3 av 5,True,1968,2891,6000
"Åsögatan 196, 3tr",Södermalm - Katarina/Sofia,Stockholms kommun,2021-12-01,3920000,3095000,Lägenhet,Bostadsrätt,2 ,41 ,False,3,True,1931,2394,
"Hornsgatan 154, 4 trp",Södermalm,Stockholms kommun,2021-12-01,5680000,4795000,Lägenhet,Bostadsrätt,2 ,51 ,False,4 av 5,True,1904,2462,5280
"Erstagatan 22, 5 tr högst upp",Södermalm,Stockholms kommun,2021-12-01,6050000,5495000,Lägenhet,Bostadsrätt,2 ,"56,5 ",True,5 av 5,True,1939,3321,
Torkel Knutssonsgatan 31,Södermalm Maria,Stockholms kommun,2021-11-30,4400000,3395000,Lägenhet,Andel i bostadsförening,2 ,35 ,False,2 av 5,True,1909,1365,7212
"Katarina Bangata 50, 5 tr",Södermalm,Stockholms kommun,2021-11-30,6780000,5250000,Lägenhet,Bostadsrätt,2 ,"59,5 ",,5 av 6,True,1905,3112,6000
"Marmorgatan 11, 3 tr",Södermalm,Stockholms kommun,2021-11-29,3710000,3150000,Lägenhet,Bostadsrätt,2 ,51 ,True,3,True,1950,4031,6444
"Bondegatan 1B, Lgh 502",Södermalm,Stockholms kommun,2021-11-29,3240000,3240000,Lägenhet,Bostadsrätt,2 ,27 ,False,5 av 5,False,1885,1345,
Helgagatan 30,Södermalm - Katarina/Sofia,Stockholms kommun,2021-11-29,8850000,7500000,Lägenhet,Bostadsrätt,2 ,60 ,True,4 av 4,True,,3061,
Lundagatan 40 A,Hornstull,Stockholms kommun,2021-11-26,4000000,3425000,Lägenhet,Bostadsrätt,2 ,41 ,,3,True,1939,2105,9777
"Ölandsgatan 46, 4tr",Katarina,Stockholms kommun,2021-11-26,4000000,3495000,Lägenhet,Bostadsrätt,2 ,46 ,,,,1929,3065,5400
"Skånegatan 80, 2 tr",Katarina,Stockholms kommun,2021-11-25,4500000,3750000,Lägenhet,Bostadsrätt,2 ,42 ,,2,True,1930,1765,6300
"Östgötagatan 87A, 3 tr",Katarina,Stockholms kommun,2021-11-25,6100000,4995000,Lägenhet,Bostadsrätt,2 ,59 ,,3 av 5,True,1927,2009,5400
"Råggatan 8, 2/2tr",Södermalm - Skanstull,Stockholms kommun,2021-11-25,4650000,3995000,Lägenhet,Bostadsrätt,2 ,42 ,True,2 av 2,False,,2446,4200
Brännkyrkagatan 119,Södermalm Högalid,Stockholms kommun,2021-11-25,3550000,2750000,Lägenhet,Bostadsrätt,2 ,33 ,False,4 av 5,True,,2325,
Stigbergsgatan 32A,Södermalm,Stockholms kommun,2021-11-25,8075000,6995000,Lägenhet,Bostadsrätt,2 ,61 ,True,5 av 5,True,1930,2822,5880
"Lundagatan 42 A, 4 tr",Södermalm,Stockholms kommun,2021-11-25,5410000,4900000,Lägenhet,Bostadsrätt,2 ,54 ,,4 av 5,True,1930,2534,
"Lindvallsplan 10, 4 tr",Södermalm,Stockholms kommun,2021-11-24,4675000,3995000,Lägenhet,Bostadsrätt,2 ,50 ,False,4,True,1931,2535,7188
Kocksgatan 23,Södermalm - SoFo,Stockholms kommun,2021-11-23,4525000,3295000,Lägenhet,Bostadsrätt,2 ,33 ,True,4 av 5,True,1910,1326,5500
Åsögatan 192,Södermalm - Sofia,Stockholms kommun,2021-11-23,4850000,3975000,Lägenhet,Bostadsrätt,2 ,"45,5 ",False,4 av 5,True,1930,2351,4800
"Tjustgatan 2, 3tr",Södermalm,Stockholms kommun,2021-11-23,3500000,2995000,Lägenhet,Bostadsrätt,2 ,32 ,True,2 av 6,True,1937,2704,6914
Tavastgatan 29 C,Södermalm,Stockholms kommun,2021-11-23,7100000,5995000,Lägenhet,Bostadsrätt,2 ,65 ,,1 av 3,False,1899,2503,18400
Bondegatan 13,Södermalm - Katarina/Sofia,Stockholms kommun,2021-11-22,5540000,4495000,Lägenhet,Bostadsrätt,2 ,56 ,False,1,True,1932,3122,
"Kapellgränd 6 A, 2 tr",Södermalm Mosebacke,Stockholms kommun,2021-11-22,5250000,3695000,Lägenhet,Bostadsrätt,2 ,42 ,False,2 av 4,True,1882,1745,5337
Lundagatan 39,Södermalm,Stockholms kommun,2021-11-22,6400000,5250000,Lägenhet,Bostadsrätt,2 ,52 ,,5 av 5,True,1903,3799,4200
Timotejgatan 5,Katarina,Stockholms kommun,2021-11-21,4375000,3650000,Lägenhet,Bostadsrätt,2 ,41 ,True,2 av 2,False,1932,2410,4241
Lundagatan 37,Södermalm,Stockholms kommun,2021-11-21,6910000,5750000,Lägenhet,Andel i bostadsförening,2 ,58 ,True,4 av 4,False,1904,3293,9867
Magnus Ladulåsgatan 46,Södermalm Katarina,Stockholms kommun,2021-11-20,4600000,3950000,Lägenhet,Bostadsrätt,2 ,59 ,False,1 av 2,True,1965,2898,6360
"Åsögatan 92, 5 tr",Katarina,Stockholms kommun,2021-11-19,6200000,5195000,Lägenhet,Bostadsrätt,2 ,56 ,True,5 av 6,True,1936,3066,8100
"Brännkyrkagatan 83, 1/2 tr",Södermalm,Stockholms kommun,2021-11-19,4265000,3495000,Lägenhet,Bostadsrätt,2 ,41 ,,1 av 5,True,,2197,5000
Blekingegatan 29,Södermalm,Stockholms kommun,2021-11-19,5460000,4495000,Lägenhet,Bostadsrätt,2 ,"56,5 ",,1 av 5,False,1926,3638,
"Heleneborgsgatan 21A, 4tr",Södermalm - Honstull,Stockholms kommun,2021-11-19,6325000,5175000,Lägenhet,Bostadsrätt,2 ,52 ,True,4 av 5,True,1913,2467,5400
"Tjustgatan 4, 5 tr",Katarina,Stockholms kommun,2021-11-18,3450000,,Lägenhet,Bostadsrätt,2 ,34 ,True,5 av 6,True,1937,2965,6550
Åsögatan 128,Katarina,Stockholms kommun,2021-11-18,6600000,,Lägenhet,Bostadsrätt,2 ,57 ,True,1,True,1904,2465,5178
"Folkungagatan 67, 2tr",Södermalm,Stockholms kommun,2021-11-18,4500000,4195000,Lägenhet,Bostadsrätt,2 ,47 ,True,2 av 6,True,1934,1610,9400
"Allhelgonagatan 15, 1,5 tr",Södermalm,Stockholms kommun,2021-11-18,6200000,4975000,Lägenhet,Bostadsrätt,2 ,57 ,False,1,True,1930,2345,8430
Eriksdalsgatan 22,Södermalm - Skanstull,Stockholms kommun,2021-11-17,3800000,3395000,Lägenhet,Bostadsrätt,2 ,"36,5 ",True,2 av 3,False,,2177,4000
Katarina Bangata 48,Södermalm - Sofo,Stockholms kommun,2021-11-17,6260000,4895000,Lägenhet,Bostadsrätt,2 ,55 ,True,1 av 5,True,1905,2942,7584
"Ringvägen 60, 3tr",Södermalm,Stockholms kommun,2021-11-17,4500000,3495000,Lägenhet,Bostadsrätt,2 ,46 ,True,3 av 6,True,1944,3030,4860
Timotejgatan 8,Södermalm Katarina,Stockholms kommun,2021-11-17,3950000,3450000,Lägenhet,Bostadsrätt,2 ,43 ,False,1 av 3,False,,2406,
Heleneborgsgatan 30,Hornstull - Högalid,Stockholms kommun,2021-11-16,5420000,4195000,Lägenhet,Bostadsrätt,2 ,46 ,True,3,True,1926 - 1927,2451,9680
"Åsögatan 96, 5 tr",Katarina,Stockholms kommun,2021-11-16,3685000,3195000,Lägenhet,Bostadsrätt,2 ,33 ,True,5 av 6,True,1936,2080,5701
"Heleneborgsgatan 5C, 3 tr",Högalid,Stockholms kommun,2021-11-16,6065000,4995000,Lägenhet,Bostadsrätt,2 ,54 ,True,3 av 4,True,1914,3436,2400
Åsögatan 175,Södermalm,Stockholms kommun,2021-11-16,5065000,3950000,Lägenhet,Bostadsrätt,2 ,47 ,False,2 av 4,True,1928,2758,7600
"Hästholmsvägen 10, 3 tr",Södermalm - Danviksklippan,Stockholms kommun,2021-11-16,4075000,3495000,Lägenhet,Bostadsrätt,2 ,53 ,True,3 av 8,True,1945,2526,3000
Kocksgatan 55,Södermalm Sofia,Stockholms kommun,2021-11-16,4015000,3150000,Lägenhet,Bostadsrätt,2 ,35 ,False,2 av 4,False,1939,1580,
Brännerigatan 5,Södermalm Katarina,Stockholms kommun,2021-11-16,4875000,4295000,Lägenhet,Bostadsrätt,2 ,50 ,False,1,False,1926,2822,
"Tavastgatan 14, 3 tr",Södermalm - Mariaberget,Stockholms kommun,2021-11-16,6650000,4995000,Lägenhet,Bostadsrätt,2 ,48 ,True,3 av 6,True,1932,2465,4200
Skånegatan 57,Nytorget / SoFo,Stockholms kommun,2021-11-16,4750000,3995000,Lägenhet,Bostadsrätt,2 ,44 ,,1,False,1904,1801,
"Kattgränd 8, 3 tr",Södermalm - Mariaberget,Stockholms kommun,2021-11-15,5950000,4350000,Lägenhet,Bostadsrätt,2 ,46 ,True,3 av 4,False,1945,2218,5880
Erstagatan 13,Södermalm - Sofia,Stockholms kommun,2021-11-15,4600000,3495000,Lägenhet,Bostadsrätt,2 ,42 ,False,1 av 4,True,1909,2130,5956
"Högalidsgatan 48A, 1 tr",Södermalm,Stockholms kommun,2021-11-12,5400000,4895000,Lägenhet,Bostadsrätt,2 ,58 ,False,1,True,1912,2553,3672
"Renstiernas gata 30, 3tr",SoFo - Nytorget,Stockholms kommun,2021-11-12,4900000,,Lägenhet,Bostadsrätt,2 ,44 ,False,3 av 5,True,,2207,6100
Åsögatan 128,Katarina,Stockholms kommun,2021-11-11,7000000,5350000,Lägenhet,Bostadsrätt,2 ,56 ,True,1,True,1904,2422,5000
Timmermansgatan 37,Södermalm,Stockholms kommun,2021-11-11,4025000,4025000,Lägenhet,Bostadsrätt,2 ,35 ,False,6 av 6,True,1935,2136,
Heleneborgsgatan 6A,Hornstull,Stockholms kommun,2021-11-10,6260000,5150000,Lägenhet,Bostadsrätt,2 ,58 ,,1 av 5,False,1925,3075,7700
Lindvallsplan 4,Hornstull,Stockholms kommun,2021-11-10,4200000,3750000,Lägenhet,Bostadsrätt,2 ,41 ,True,3 av 6,True,1937,2378,
"Ölandsgatan 44, 2 tr",Södermalm,Stockholms kommun,2021-11-10,4000000,3995000,Lägenhet,Bostadsrätt,2 ,38 ,True,2 av 4,True,1928,2148,3480
"Tjärhovsgatan 10, 3tr",Södermalm,Stockholms kommun,2021-11-10,5600000,4700000,Lägenhet,Bostadsrätt,2 ,49 ,True,3 av 5,True,1930,2115,
Fatburs Brunnsgata 31,Södermalm,Stockholms kommun,2021-11-10,5860000,5195000,Lägenhet,Bostadsrätt,2 ,67 ,True,2 av 7,True,1990,4109,4800
"Slipgatan 12, 2 tr",Södermalm - Hornstull,Stockholms kommun,2021-11-09,3805000,3095000,Lägenhet,Bostadsrätt,2 ,35 ,True,2 av 6,True,1939,2178,6100
Högalidsgatan 36A,Södermalm Högalid,Stockholms kommun,2021-11-09,6020000,4695000,Lägenhet,Andel i bostadsförening,2 ,50 ,True,4 av 6,True,1913,2887,
"Krukmakargatan 46 B, 4 tr",Södermalm,Stockholms kommun,2021-11-09,4600000,3750000,Lägenhet,Andel i bostadsförening,2 ,41 ,False,4 av 4,False,1909,522,5400
Erstagatan 13,Södermalm - SoFo,Stockholms kommun,2021-11-09,3100000,2675000,Lägenhet,Bostadsrätt,2 ,32 ,False,,,1903,1781,3000
Beckbrännarbacken 1,Södermalm,Stockholms kommun,2021-11-09,4360000,3695000,Lägenhet,Bostadsrätt,2 ,40 ,,2,True,1929,2056,5200
"Swedenborgsgatan 27, 1 tr",Södermalm,Stockholms kommun,2021-11-09,4550000,4275000,Lägenhet,Bostadsrätt,2 ,53 ,True,1,True,,2904,3900
Östgötagatan 85,Södermalm,Stockholms kommun,2021-11-08,5650000,4495000,Lägenhet,Bostadsrätt,2 ,51 ,False,4 av 5,True,1913,3023,4000
Gotlandsgatan 67,Södermalm Katarina,Stockholms kommun,2021-11-08,6000000,5250000,Lägenhet,Bostadsrätt,2 ,64 ,False,,,1926,3042,
Borgmästargatan 4A,Södermalm,Stockholms kommun,2021-11-08,4515000,3495000,Lägenhet,Bostadsrätt,2 ,39 ,True,2 av 5,True,1936,2412,4320
Bergsundsgatan 7,Södermalm,Stockholms kommun,2021-11-08,3215000,2895000,Lägenhet,Bostadsrätt,2 ,32 ,False,1 av 6,True,1932,2330,7534
"Renstiernas gata 30, högst upp",Nytorget - SoFo,Stockholms kommun,2021-11-08,5075000,3895000,Lägenhet,Bostadsrätt,2 ,44 ,,5 av 5,True,1930,2207,5500
Ljusterögatan 3,Sofia,Stockholms kommun,2021-11-07,3595000,3595000,Lägenhet,Bostadsrätt,2 ,45 ,,1,True,1932,2676,6000
Högbergsgatan 59B,Södermalm,Stockholms kommun,2021-11-07,5520000,4690000,Lägenhet,Bostadsrätt,2 ,61 ,,,,1932,3375,4200
"Tavastgatan 43, 3 tr.",Södermalm Maria,Stockholms kommun,2021-11-05,5300000,4395000,Lägenhet,Bostadsrätt,2 ,48 ,False,3 av 3,False,1889,2354,10200
