Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad
Stamgatan 33,Älvsjö/Östberga,Stockholms kommun,2022-08-19,1825000,1850000,Lägenhet,Bostadsrätt,2 ,48 ,False,2 av 2,False,1957,3564
