Adress,Område,Region,Datum,Slutpris,Begärt pris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Elevator,Byggår,Avgift/månad
Södra Agnegatan 26A,Kungsholmen,Stockholms kommun,2022-09-01,6975000,6295000,Lägenhet,Bostadsrätt,2 ,65 ,True,1,False,1884,2329
